1;fr;Par quelle techniques les égyptiens préservaient-ils les corps pour les inhumer ?;Embaumement;Enturbanement;Scarification;Découpe;Débutant;L'embaumement vise à conserver les corps des personnes mortes dans un état plus ou moins proche de leur état vivant.;https://fr.wikipedia.org/wiki/Embaumement
2;fr;Quelle couleur symbolise la végétation et la régénération en Égypte ancienne ?;Le vert;Le blanc;Le jaune;Le rouge;Débutant;L'Égypte antique est une ancienne civilisation d'Afrique du Nord-Est concentrée le long du cours inférieur du Nil.;https://fr.wikipedia.org/wiki/Égypte_antique
3;fr;Comment appelle-t-on un cadavre préservé de la putréfaction au moyen de l'embaumement ?;Une momie;Un anubis;Un cataracte;Un sistre;Débutant;C'est une dessiccation naturelle dans une grotte sépulcrale qui est à l'origine de la plus ancienne momie attestée : la momie de Fallon.;https://fr.wikipedia.org/wiki/Momie
4;fr;Quel concept décrit la fascination pour la culture et l'histoire de l'Égypte Antique ?;Égyptomanie;Potomanie;Cleptomanie;Pyromanie;Débutant;Le tourisme de masse, initié en Égypte par l'agence Cook en 1869, développe cette égyptomanie.;https://fr.wikipedia.org/wiki/Égyptomanie
5;fr;Comment appelle-t-on la « cuve » contenant le cercueil et la momie d'un pharaon ?;Le sarcophage;Le coffre;Le bastet;La baignoire;Débutant;En tant qu'objet funéraire, le sarcophage est présent dans des cultures et civilisations diverses et éloignées les unes des autres.;https://fr.wikipedia.org/wiki/Sarcophage
6;fr;Quelle était la première fonction des monumentales pyramides d'Égypte ?;Tombe;Maison;Bibliothèque;Décor;Débutant;Tombeaux des rois et des reines, la forme pyramidale de pierre accueille une ou plusieurs chambres internes reliées par des couloirs.;https://fr.wikipedia.org/wiki/Pyramide
7;fr;Quel film de 1999 a pour personnage principal la momie d'un prêtre égyptien maudit ?;« La Momie »;« Intrusion »;« Matrix »;« Oxygen »;Débutant;Le film a donné lieu à deux suites : « Le Retour de la momie » en 2001 puis « La Momie : La Tombe de l'empereur Dragon » en 2008.;https://fr.wikipedia.org/wiki/La_Momie_(film,_1999)
8;fr;Près de quelle ville importante sont situées les grandes pyramides d'Égypte ?;Le Caire;Esna;Edfou;Assiout;Débutant;Le centre historique de la ville comprend le Vieux Caire ainsi que le quartier islamique, classé au patrimoine mondial de l'humanité.;https://fr.wikipedia.org/wiki/Le_Caire
9;fr;Quels films et série dérivée de ce film mêlent science-fiction et mythologie égyptienne ?;« Stargate »;« Doctor Who »;« The Shield »;« The Flash »;Débutant;Contrairement à la plupart des films basés sur l'exploration de la galaxie, l'action de « Stargate » se situe à notre époque.;https://fr.wikipedia.org/wiki/Stargate
10;fr;Combien y a-t-il de grandes pyramides sur le plateau de Gizeh, classé à l'UNESCO ?;3;1;10;Aucune;Débutant;Les trois plus grandes pyramides d'Égypte (Khéops, Khéphren et Mykérinos) se situent sur la nécropole de Gizeh.;https://fr.wikipedia.org/wiki/Pyramides_de_Gizeh
11;fr;Quelle partie du visage manque-t-il au Sphinx devant les grandes pyramides de Gizeh ?;Nez;Oreille;Bras;Coin de bouche;Confirmé;Le corps du sphinx, sculpté dans la couche sous-jacente de calcaire plus tendre, pourrait être celui d'un lion couché.;https://fr.wikipedia.org/wiki/Sphinx_de_Gizeh
