1;fr;Quelle couleur caractérise visuellement la planète Mars ?;Rouge;Verte;Bleue;Jaune;Débutant;Cette couleur apparente est due à l'abondance de l'hématite amorphe ou oxyde de fer à sa surface.;https://fr.wikipedia.org/wiki/Mars_(planète)
2;fr;Quel film de Ridley Scott met en scène Matt Damon sur la planète Mars ?;« Seul sur Mars »;« Exodus »;« Prometheus »;« Les Associés »;Débutant;Matt Damon a accepté d'interpréter le personnage de Mark Watney, deux jours après avoir reçu le scénario.;https://fr.wikipedia.org/wiki/Seul_sur_Mars_(film)
3;fr;Quelle est la position de Mars par ordre de distance croissante au Soleil ?;Quatrième;Troisième;Deuxième;Cinquième;Débutant;Son éloignement au Soleil est compris entre 1,381 et 1,666 UA, soit 206,6 à 249,2 millions de kilomètres.;https://fr.wikipedia.org/wiki/Mars_(planète)
4;fr;Outre Phobos, quel est l'autre petit satellite naturel de Mars ?;Déimos;Biblos;Peneos;Erebos;Débutant;De même nature que Phobos, Déimos orbite à un peu plus de 23 000 km d'altitude, sur une orbite quasiment circulaire.;https://fr.wikipedia.org/wiki/Déimos_(lune)
5;fr;Quel film est une parodie de « La Guerre des mondes » de H. G. Wells ?;« Mars Attacks! »;« Total Recall »;« Mission to Mars »;« Planète rouge »;Débutant;Par de nombreux aspects, le film « Mars Attacks! » rappelle le film « Les soucoupes volantes attaquent » de 1956.;https://fr.wikipedia.org/wiki/Mars_Attacks!
6;fr;De quoi est constamment chargée l'atmosphère martienne ?;Poussière;Eau;Nuages;Électrons;Débutant;Cette poussière, responsable de la teinte ocre, est continuellement injectée dans l'atmosphère par des tourbillons de poussière.;https://fr.wikipedia.org/wiki/Mars_(planète)
7;fr;Selon John Gray, si les hommes viennent de Mars, d'où viennent les femmes ?;De Vénus;De Pluton;De Saturne;De Neptune;Débutant;Le spectacle et le livre (essai américain paru en 1992) traitent les relations du couple sous leur angle très caricaturé.;https://fr.wikipedia.org/wiki/Les_hommes_viennent_de_Mars,_les_femmes_viennent_de_Vénus
8;fr;Dans quel film exploite-t-on Mars pour le turbinium enfoui dans son sous-sol ?;« Total Recall »;« John Carter »;« Mission to Mars »;« Planète rouge »;Débutant;Colin Farrell a repris le rôle rendu célèbre par Schwarzenegger dans le remake « Total Recall : Mémoires programmées ».;https://fr.wikipedia.org/wiki/Total_Recall
9;fr;Quelle est la saison la plus longue de l'hémisphère nord de Mars ?;Printemps;Été;Automne;Hiver;Débutant;La saison la plus longue est le printemps (198 jours), qui excède la plus courte (l'automne, 146 jours) de 35 %.;https://fr.wikipedia.org/wiki/Mars_(planète)
10;fr;Quel film autour de Mars a réuni Carrie-Anne Moss et Val Kilmer ?;« Planète rouge »;« Mission to Mars »;« John Carter »;« Total Recall »;Débutant;Dans le film, une éruption solaire oblige l'équipage à atterrir en catastrophe, transformant l'expédition en véritable mission suicide.;https://fr.wikipedia.org/wiki/Planète_rouge
11;fr;Quelle astromobile a été envoyée sur Mars par la NASA en 2003 ?;Spirit;ExoMars;InSight;Phoenix;Confirmé;Spirit a pour objectif principal l'étude géologique de la surface de Mars d'une région jugée susceptible d'avoir été autrefois irriguée.;https://fr.wikipedia.org/wiki/Spirit_(rover)
12;fr;Combien de temps environ Mars met-elle pour faire le tour du Soleil ?;Deux ans;Trois ans;Quatre ans;Cinq ans;Confirmé;Mars est une planète tellurique moitié moins grande que la Terre et près de dix fois moins massive que celle-ci.;https://fr.wikipedia.org/wiki/Mars_(planète)
13;fr;Quel film est une libre adaptation du roman « Une princesse de Mars » ?;« John Carter »;« Planète rouge »;« Mission to Mars »;« Total Recall »;Confirmé;« John Carter » est la deuxième adaptation à l'écran des romans mettant en scène John Carter, après « Les Chroniques de Mars ».;https://fr.wikipedia.org/wiki/John_Carter_(film)
14;fr;Quelle sonde fut la première à survoler Mars en 1965 ?;Mariner 4;Opportunity;Spirit;Viking 2;Confirmé;Dès 1965, Mariner 4 permit de découvrir une planète dépourvue de champ magnétique global avec une atmosphère ténue.;https://fr.wikipedia.org/wiki/Mariner4
15;fr;Quel film de science-fiction de Brian de Palma fait référence au visage de Mars ?;« Mission to Mars »;« Planète rouge »;« Total Recall »;« John Carter »;Confirmé;Brian De Palma a voulu réaliser avec le film « Mission to Mars » une approche ultra-réaliste et plausible d'un point de vue scientifique.;https://fr.wikipedia.org/wiki/Mission_to_Mars_(film)
16;fr;Quelle est la température moyenne relevée à la surface de Mars ?;-63 °C;103 °C;216 °C;-114 °C;Confirmé;Malgré la faible inertie thermique, Viking 1 Lander a toutefois relevé des variations diurnes allant typiquement de -89 à -31 °C.;https://fr.wikipedia.org/wiki/Mars_(planète)
17;fr;Quel orbiteur a permis de cartographier la presque totalité de la surface martienne ?;Mariner 9;Spoutnik 24;Viking 1;Beagle 2;Confirmé;Ce sont les données recueillies à cette occasion sur lesquelles se sont notamment fondées les missions Viking 1 et Viking 2.;https://fr.wikipedia.org/wiki/Mariner9
18;fr;Quelle marque a intégré dans son logo le symbole astronomique de Mars ?;Volvo;Renault;Skoda;Audi;Confirmé;Le cercle avec une flèche pointant vers le nord-est marque son association avec le fer, et donc l'industrie sidérurgique.;https://fr.wikipedia.org/wiki/Volvo
19;fr;Dans quel jeu vidéo sorti en 1993 l'action se passe-t-elle exclusivement sur Mars ?;« Doom »;« Blender »;« Ryzom »;« Etherpad »;Confirmé;« Doom » fait partie des premiers jeux vidéo à utiliser un graphisme en 3D immersive et un mode jeu multijoueur en réseau.;https://fr.wikipedia.org/wiki/Doom
20;fr;Quelle astromobile a atterri sur Mars trois semaines après son jumeau Spirit ?;Opportunity;Observation;Octopus;Origin;Confirmé;Depuis le 10 juin 2018, suite à une importante tempête ayant touché la planète Mars, Opportunity n'émet plus aucun signal.;https://fr.wikipedia.org/wiki/Opportunity
21;fr;Quelle est le plus emblématique des volcans boucliers martiens ?;Olympus Mons;Albor Tholus;Syrtis Major;Peneus Patera;Expert;Olympus Mons s'élève à 22,5 km en moyenne au-dessus des plaines environnantes, dont l'altitude est inférieure au niveau de référence.;https://fr.wikipedia.org/wiki/Olympus_Mons
22;fr;Quelle sonde a découvert à l'été 2008 de la glace d'eau à une faible profondeur ?;Phoenix;Cosmos;Deep Space;Beagle 2;Expert;L'engin qui s'est posé sur le sol de Mars a une masse de 350 kg et dispose de deux petits laboratoires d'analyse chimique.;https://fr.wikipedia.org/wiki/Phoenix_(sonde_spatiale)
23;fr;En quelle année la planète Mars sera-t-elle la plus proche de la Terre ?;2050;2100;2150;2200;Expert;Un rapprochement encore un peu plus resserré est prévu le 28 août 2287, avec une distance de 55,688 millions de kilomètres.;https://fr.wikipedia.org/wiki/Mars_(planète)
24;fr;Quel astronome amateur américain a fait surgir le débat sur les canaux de Mars ?;Percival Lowell;Lewis Swift;Henry Draper;Alvan Clark;Expert;Astronome amateur inspiré et entreprenant, Lowell a fondé un observatoire qui porte son nom à Flagstaff, en Arizona.;https://fr.wikipedia.org/wiki/Percival_Lowell
25;fr;Au-dessus de quel bassin naissent les tempêtes de poussière sur Mars ?;Hellas Planitia;Arabia Terra;Aeolis Palus;Malea Planum;Expert;Ce bassin d'impact d'environ 2 200 km de diamètre et 9 500 m de profondeur est situé dans l'hémisphère sud de la planète Mars.;https://fr.wikipedia.org/wiki/Hellas_Planitia
26;fr;Dans la géologie martienne, quel terme correspond aux terrains les plus anciens ?;Noachien;Hespérien;Amazonien;Phyllosien;Expert;Cette échelle repose essentiellement sur la comparaison quantitative de la cratérisation des différents types de terrains martiens.;https://fr.wikipedia.org/wiki/Échelle_des_temps_géologiques_martiens
27;fr;Quel nom a été donné au plus vaste volcan bouclier de la planète Mars ?;Alba Mons;Albor Tholus;Syrtis Major;Peneus Patera;Expert;Avec des restes de coulées de laves s'étendant jusqu'à 1 350 km de son sommet, sa taille est comparable à celle des États-Unis.;https://fr.wikipedia.org/wiki/Alba_Mons
28;fr;Qui a découvert que l'orbite de Mars était elliptique et non circulaire ?;Johannes Kepler;Nicolas Copernic;Edmond Halley;Isaac Newton;Expert;Après six ans de calcul, Kepler définira sa première loi qu'il publiera en 1609 dans son ouvrage « Astronomia nova ».;https://fr.wikipedia.org/wiki/Johannes_Kepler
29;fr;Qui a reçu le prix Nebula du meilleur roman en 1994 pour « L'Envol de Mars » ?;Greg Bear;Tim Powers;Michel Jeury;Scott Baker;Expert;Greg Bear a été journaliste, dessinateur de science-fiction, libraire et conseiller technique pour quelques séries télévisées.;https://fr.wikipedia.org/wiki/L'Envol_de_Mars
30;fr;Quelle série de bande dessinée française place Mars en voie de terraformation ?;« Aménophis IV »;« Jukurpa »;« Gord »;« Atome Kid »;Expert;« Aménophis IV » est une série de bande dessinée française scénarisée par Dieter et dessinée par Étienne Le Roux.;https://fr.wikipedia.org/wiki/Aménophis_IV_(bande_dessinée)
1;en;What color visually characterizes the planet Mars ?;Red;Green;Blue;Yellow;Débutant;This apparent color is due to the abundance of amorphous hematite or iron oxide on its surface.;
2;en;Which Ridley Scott movie features Matt Damon on the planet Mars ?;« Seul sur Mars »;« Exodus »;« Prometheus »;« Les Associés »;Débutant;Matt Damon agreed to play Mark Watney's character two days after receiving the script.;https://en.wikipedia.org/wiki/The_Martian_(film)
3;en;What is the position of Mars in order of increasing distance from the Sun ?;Fourth;Third;Second;Fifth;Débutant;Its distance from the Sun is between 1.381 and 1.666 AU, or 206.6 to 249.2 million kilometers.;
4;en;Besides Phobos, what is the other small natural satellite of Mars ?;Deimos;Bibles;peneos;Erebus;Débutant;Similar in nature to Phobos, Deimos orbits at an altitude of just over 23,000 km, in an almost circular orbit.;
5;en;Which movie is a parody of H. G. Wells' « War of the Worlds » ?;« Mars Attacks! »;« Total Recall »;« Mission to Mars »;« Planète rouge »;Débutant;In many ways, the movie « Mars Attacks! » is reminiscent of the 1956 movie « Flying Saucers Attack ».;https://en.wikipedia.org/wiki/Mars_Attacks!
6;en;What is the Martian atmosphere constantly charged with ?;Dust;Water;Clouds;Electrons;Débutant;This dust, responsible for the ocher tint, is continuously injected into the atmosphere by dust devils.;
7;en;According to John Gray, if men are from Mars, where are women from ?;Of Venus;Of Pluto;Of Saturn;Of Neptune;Débutant;The show and the book (American essay published in 1992) deal with the relationship of the couple from their very caricatured angle.;
8;en;In which film is Mars exploited for the turbinium buried in its basement ?;« Total Recall »;« John Carter »;« Mission to Mars »;« Planète rouge »;Débutant;Colin Farrell reprized the role made famous by Schwarzenegger in the « Total Recall : Programmed Memories » remake.;https://en.wikipedia.org/wiki/Total_Recall_(1990_film)
9;en;What is the longest season in the northern hemisphere of Mars ?;Spring;Summer;Autumn;Winter;Débutant;The longest season is spring (198 days), which exceeds the shortest (autumn, 146 days) by 35%.;
10;en;What movie around Mars brought together Carrie-Anne Moss and Val Kilmer ?;« Red Planet »;« Mission to Mars »;« John Carter »;« Total Recall »;Débutant;In the film, a solar flare forces the crew to crash-land, turning the expedition into a true suicide mission.;
11;en;What rover was sent to Mars by NASA in 2003 ?;Spirit;ExoMars;Insight;phoenix;Confirmé;Spirit's main objective is the geological study of the surface of Mars in an area deemed likely to have once been irrigated.;https://en.wikipedia.org/wiki/Spirit_(rover)
12;en;Approximately how long does Mars take to go around the Sun ?;Two years;Three years;Four years;Five years;Confirmé;Mars is a telluric planet half the size of Earth and almost ten times less massive than the latter.;
13;en;Which film is a loose adaptation of the novel « A Princess of Mars » ?;« John Carter »;« Red Planet »;« Mission to Mars »;« Total Recall »;Confirmé;« John Carter » is the second screen adaptation of the novels starring John Carter, after « The Chronicles of Mars ».;https://en.wikipedia.org/wiki/John_Carter_(film)
14;en;Which probe was the first to fly over Mars in 1965 ?;Mariner 4;Opportunity;Spirit;Viking 2;Confirmé;As early as 1965, Mariner 4 made it possible to discover a planet devoid of a global magnetic field with a thin atmosphere.;
15;en;Which Brian de Palma sci-fi movie references the face of Mars ?;« Mission to Mars »;« Red Planet »;« Total Recall »;« John Carter »;Confirmé;Brian De Palma wanted to achieve with the film « Mission to Mars » an ultra-realistic and plausible approach from a scientific point of view.;https://en.wikipedia.org/wiki/Mission_to_Mars
16;en;What is the average temperature recorded on the surface of Mars ?;-63°C;103°C;216°C;-114°C;Confirmé;Despite the low thermal inertia, however, Viking 1 Lander noted diurnal variations typically ranging from -89 to -31°C.;
17;en;Which orbiter made it possible to map almost the entire Martian surface ?;Mariner 9;Sputnik 24;Viking 1;Beagle 2;Confirmé;These are the data collected on this occasion on which the Viking 1 and Viking 2 missions were based.;
18;en;Which brand has integrated the astronomical symbol of Mars into its logo ?;Volvo;Renault;Škoda;Audi;Confirmé;The circle with an arrow pointing northeast marks its association with iron, and therefore the steel industry.;https://en.wikipedia.org/wiki/Volvo
19;en;In which video game released in 1993 does the action take place exclusively on Mars ?;« Doom »;« Blender »;« Ryzom »;« Etherpad »;Confirmé;« Doom » is one of the first video games to use immersive 3D graphics and a network multiplayer game mode.;https://en.wikipedia.org/wiki/Doom (franchise)
20;en;Which rover landed on Mars three weeks after its twin Spirit ?;Opportunity;PathFinder;Beagle 3;Surveyor;Confirmé;Since June 10, 2018, following a major storm that hit the planet Mars, Opportunity no longer emits any signal.;https://en.wikipedia.org/wiki/Opportunity_(rover)
21;en;What is the most iconic of the Martian shield volcanoes ?;Olympus Mons;Albor Tholus;Syrtis Major;Peneus Patera;Expert;Olympus Mons rises 22.5 km on average above the surrounding plains, whose altitude is lower than the reference level.;https://en.wikipedia.org/wiki/Olympus_Mons
22;en;Which probe discovered in the summer of 2008 water ice at a shallow depth ?;phoenix;Cosmos;Deep Space;Beagle 2;Expert;The machine which landed on the ground of Mars has a mass of 350 kg and has two small chemical analysis laboratories.;https://en.wikipedia.org/wiki/Phoenix_(spacecraft)
23;en;In which year will Mars be closest to Earth ?;2050;2100;2150;2200;Expert;An even closer rapprochement is scheduled for August 28, 2287, with a distance of 55.688 million kilometers.;
24;en;Which American amateur astronomer sparked the Mars canals debate ?;Percival Lowell;Lewis Swift;Henry Draper;Alvan Clark;Expert;An inspired and enterprising amateur astronomer, Lowell founded an observatory that bears his name in Flagstaff, Arizona.;https://en.wikipedia.org/wiki/Percival_Lowell
25;en;Over which basin do dust storms on Mars originate ?;Hellas Planitia;Arabia Terra;Aeolis Palus;Malea Planum;Expert;This impact basin, approximately 2,200 km in diameter and 9,500 m deep, is located in the southern hemisphere of the planet Mars.;https://en.wikipedia.org/wiki/Hellas_Planitia
26;en;In Martian geology, which term corresponds to the oldest terrains ?;Noachian;Hesperian;Amazonian;Phyllosian;Expert;This scale is essentially based on the quantitative comparison of the cratering of different types of Martian terrain.;
27;en;What name was given to the largest shield volcano on the planet Mars ?;Alba Mons;Albor Tholus;Syrtis Major;Peneus Patera;Expert;With remnants of lava flows extending up to 1,350 km from its summit, its size is comparable to that of the United States.;https://en.wikipedia.org/wiki/Alba_Mons
28;en;Who discovered that the orbit of Mars was elliptical and not circular ?;Johannes Kepler;Nicolaus Copernicus;Edmond Halley;Issac Newton;Expert;After six years of calculation, Kepler will define his first law which he will publish in 1609 in his work « Astronomia nova ».;https://en.wikipedia.org/wiki/Johannes_Kepler
29;en;Who received the Nebula prize for best novel in 1994 for « Rise of Mars » ?;Greg Bear;Tim Powers;Michel Jeury;Scott Baker;Expert;Greg Bear has been a journalist, science fiction cartoonist, bookseller and technical advisor for a few television series.;https://en.wikipedia.org/wiki/Moving_Mars
30;en;Which French comic series puts Mars in the process of terraforming ?;« Aménophis IV »;« Jukurpa »;« Gord »;« Atome Kid »;Expert;« Aménophis IV » is a French comic book series scripted by Dieter and drawn by Étienne Le Roux.;
