1;fr;Quel poisson faut-il pêcher pour obtenir du caviar à moindre coût ?;Esturgeon;Carpe;Sandre;Brochet;Débutant;Leur croissance lente et leur maturité tardive les rendent particulièrement vulnérables à la pêche et à d'autres menaces.;https://fr.wikipedia.org/wiki/Acipenseridae
2;fr;Qu'y a-t-il dans un cappuccino et pas dans un expresso ni même dans un café viennois ?;Du lait;Du sucre;Du café;De l'eau;Débutant;Alors que le cappuccino se fait avec du lait, quand on rajoute de la chantilly, il s'agit alors d'un café viennois.;https://fr.wikipedia.org/wiki/Cappuccino_(café)
3;fr;Qu'est-ce qu'un blini, dont le nom vient du vieux slave « mlin », qui signifie « moudre » ?;Une crêpe;Une gaufre;Un gâteau;Une tarte;Débutant;Le blini est une sorte de crêpe de grande taille très fine, souvent servie en relation avec un rituel ou des fêtes religieuses.;https://fr.wikipedia.org/wiki/Blini
4;fr;Quel fruit sert à la préparation d'un apfelstrudel, gâteau traditionnel autrichien ?;Pomme;Poire;Prune;Pêche;Débutant;L'apfelstrudel est un gâteau fait d'une pâte feuilletée fine et fourrée de gros morceaux de pommes acidulées et de raisins secs.;https://fr.wikipedia.org/wiki/Apfelstrudel
5;fr;Qu'y a-t-il dans un chili con carne en plus des haricots pimentés à la tomate ?;De la viande;Du sucre;Des ananas;Du raisin;Débutant;Bien qu'on l'associe souvent au Mexique, le chili n'est pas d'origine mexicaine mais texane.;https://fr.wikipedia.org/wiki/Chili_con_carne
6;fr;Où fabrique-t-on le mousseux italien nommé « Asti Spumante » ?;Asti;Turin;Rivoli;Biella;Débutant;Seuls ont droit à la DOCG les vins blancs récoltés à l'intérieur de l'aire de production définie par le décret.;https://fr.wikipedia.org/wiki/Asti_spumante_(DOCG)
7;fr;Que trouve-t-on dans le sushi et dans le gohan japonais, cuit à l'eau sans aucun condiment ?;Du riz;Du saumon;Du canard;Du boeuf;Débutant;Équivalent du pain des Occidentaux, le Gohan est le riz cuit à la japonaise, il signifie également repas en japonais.;https://fr.wikipedia.org/wiki/Gohan
8;fr;Les feuilles de quelle plante met-on dans le thé au Maroc ?;La menthe;L'anis;Le bleuet;L'eucalyptus;Débutant;Le thé à la menthe est une spécialité traditionnelle de la cuisine des pays du Maghreb.;https://fr.wikipedia.org/wiki/Thé_à_la_menthe
9;fr;Quelle ville située à l'est de Milan a donné son nom à un fromage bleu au goût prononcé ?;Gorgonzola;Dresano;Corbetta;Bresso;Débutant;Depuis le 12 juin 1996, la dénomination Gorgonzola est protégée au niveau européen par une appellation d'origine protégée (AOP).;https://fr.wikipedia.org/wiki/Gorgonzola_(fromage)
10;fr;Que mettent les ménagères anglaises dans le Christmas Cake pour mieux le conserver ?;Un alcool;De la gélatine;De la crème;Du sapin;Débutant;Il convient de faire mariner tous les fruits secs dans le whisky et les jus de citron et d'orange durant deux bonnes heures.;https://fr.wikipedia.org/wiki/Panettone
11;fr;Quelle est la forme traditionnelle des samoussas dans tout l'océan indien ?;Triangulaire;Carrée;Ovale;Ronde;Confirmé;Le samoussa est composé d'une fine pâte de blé qui enrobe une farce traditionnellement faite de légumes ou de viande.;https://fr.wikipedia.org/wiki/Samoussa
12;fr;Que vous offre votre hôte Chinois quand il vous propose du « cha » ?;Du thé;Du café;Du chocolat;Du whisky;Confirmé;Le thé est d'origine chinoise, en provenance des montagnes du Yunnan où il est connu depuis l'Antiquité.;https://fr.wikipedia.org/wiki/Thé
13;fr;Quelle est la manière de cuisiner avec du beurre salé, du poivre et du jus de citron ?;Meunière;Beurrière;Citronnée;Poivrière;Confirmé;La qualité gustative, la consistance et la couleur du beurre fermier varient selon la saison, le terroir et la qualité des prairies.;https://fr.wikipedia.org/wiki/Beurre
14;fr;Avec quoi est fait le sashimi, mets traditionnel de la gastronomie japonaise ?;Du poisson cru;Du vin blanc;Du porc salé;Du canard laqué;Confirmé;Le mot « sashimi » est un terme japonais francisé signifiant littéralement « corps taillé ».;https://fr.wikipedia.org/wiki/Sashimi
15;fr;Qu'est-ce qu'une bombilla glissée dans le thé en Argentine ?;Une paille;Une cuillère;Une cerise;Une pâte de fruit;Confirmé;L'utilisation de pailles minimise le contact de la boisson avec les dents et permet ainsi de réduire le risque de carie.;https://fr.wikipedia.org/wiki/Paille_(boisson)
16;fr;Que prenez-vous au petit-déjeuner à Osaka si vous vous pressez un mikan ?;Un jus d'orange;Un thé;Un milk-shake;Un lait battu;Confirmé;Mikan est un terme japonais générique pour un agrume doux, désignant notamment la mandarine satsuma.;https://fr.wikipedia.org/wiki/Mandarine_satsuma
17;fr;En Chine, à quel moment utilise-t-on avec dextérité des kuaizi ?;Au repas;Avant de dormir;En se levant;En voiture;Confirmé;L'usage des baguettes est attesté en Chine dès le temps de la dynastie Shang.;https://fr.wikipedia.org/wiki/Baguettes_(couverts_asiatiques)
18;fr;Quels champignons met-on dans le riz du « djon-djon » haïtien ?;Noirs;Verts;Rouges;Bleus;Confirmé;L'oreille de Judas est communément appelée « champignon noir » en gastronomie asiatique.;https://fr.wikipedia.org/wiki/Oreille_de_Judas
19;fr;Quel est l'ingrédient principal d'un lassi que l'on peut boire en Inde ?;Le yaourt;Le vin;Le miel;Le vinaigre;Confirmé;Le lassi, aliment de base dans la région Pendjab, existe en plusieurs versions : nature, salée, épicée ou sucrée.;https://fr.wikipedia.org/wiki/Lassi
20;fr;Qu'est-ce que l'allium sativum, qui entre dans la composition de nombreux plats coréens ?;De l'ail;Du cumin;Du céleri;Du thym;Confirmé;Quand on cuisine de l'ail, certains conseillent de retirer le germe, qui serait moins digeste que le reste de la gousse.;https://fr.wikipedia.org/wiki/Ail_cultivé
21;fr;Que contient le calalou que l'on vous proposera à Pâques dans les Antilles ?;Du crabe;Du faisan;Du sanglier;Du cobra;Expert;Le calalou, typique de la période de Pâques, est fait à partir de crabes de terre et est accommodé de riz blanc.;https://fr.wikipedia.org/wiki/Calalou
22;fr;Comment est le chocolat des confiseries nommées « gianduiotti » en Italie ?;Aux noisettes;Aux fruits confits;Aux amandes;Au nougat;Expert;Ce chocolat originaire de Turin est produit avec du gianduja, une pâte de noisette et de cacao.;https://fr.wikipedia.org/wiki/Gianduiotto
23;fr;Quel morceau de choix gobe-t-on au milieu d'un repas en Arabie Saoudite ?;Oeil de mouton;Coeur de souris;Queue de chat;Langue de serpent;Expert;Occupant 80 % de la péninsule Arabique, l'Arabie Saoudite est le plus grand pays du Moyen-Orient.;https://fr.wikipedia.org/wiki/Arabie_saoudite
24;fr;Que mettent les Tibétains à fermenter afin de pouvoir boire le chang, leur bière locale ?;Du riz;Du sel;Du fromage;De la graisse;Expert;Ce type de bière au goût de cidre fermier se rencontre aussi en Inde, au Népal et au Bhoutan.;https://fr.wikipedia.org/wiki/Chang_(boisson)
25;fr;Avec la purée de quel fruit est fait le nectar arabe appelé kanar-eldin ?;Abricot;Pomme;Poire;Pêche;Expert;La chair de l'abricot est sucrée, peu juteuse, ferme et jaune orangé suite à sa teneur en carotène, dimère de la vitamine A.;https://fr.wikipedia.org/wiki/Abricot
26;fr;Quelle propriété contient l'ail qui intervient dans presque tous les plats coréens ?;Aphrodisiaque;Diurétique;Antalgique;Analgésique;Expert;Une tête d'ail se compose de plusieurs caïeux ou gousses d'ail, à l'odeur et au goût forts.;https://fr.wikipedia.org/wiki/Ail_cultivé
27;fr;Que vous fournira-t-on avec le sel pour mettre sur vos frites en Angleterre ?;Du vinaigre;Du sucre;Du lait;Du sirop;Expert;La plupart des frites consommées dans le monde sont des frites surgelées produites industriellement.;https://fr.wikipedia.org/wiki/Frite
28;fr;Qu'y a-t-il dans le miod, célèbre boisson polonaise, préférée des dieux de l'Olympe ?;Miel;Raisin;Vodka;Riz;Expert;Les bienfaits du miel produit par les abeilles à miel sont multiples et différents selon le type de miel.;https://fr.wikipedia.org/wiki/Miel
29;fr;Quel est l'ingrédient de base des rasgulla, confiseries indiennes traditionnelles ?;Le lait;Le miel;La pomme;Le chocolat;Expert;Ces boules de fromage non mûr ou de lait caillé sont recouvertes d'un sirop sucré.;https://fr.wikipedia.org/wiki/Rasgulla
30;fr;À quelle boisson les Tibétains rajoutent-ils leur tsampa matinal ?;Au thé;Au vin;Au champagne;Au café;Expert;La Tsampa, aliment traditionnel de base au Tibet, est le nom tibétain de la farine d'orge du Tibet grillée.;https://fr.wikipedia.org/wiki/Tsampa
