1;fr;Quel animal vertébré retrouve-t-on la plupart du temps dans un aquarium communautaire ?;Poisson;Fourmi;Oiseau;Lapin;Débutant;Un aquarium est une reproduction de l'habitat naturel de l'espèce ou des espèces qui habite(ent) dans cet aquarium.;https://fr.wikipedia.org/wiki/Aquarium
2;fr;Où irez-vous pour acheter le chien dont vous avez toujours rêvé ?;Chenil;Nichoir;Clapier;Zoo;Débutant;Un chenil est un établissement destiné à l'élevage ou à la pension de chiens ou bien, dans un château, le bâtiment qui abrite la meute.;https://fr.wikipedia.org/wiki/Chenil
3;fr;Quelle  bâtisse est destinée au logement des ânes, chevaux et autres mulets ?;Écurie;Hippodrome;Ranch;Arène;Débutant;Les différents éléments qui composent l'écurie doivent satisfaire aux conditions d'hygiène nécessaires au maintien en intérieur d'équidés.;https://fr.wikipedia.org/wiki/Écurie
4;fr;Quel habitat a pour but de protéger la ou les reines chez les fourmis ?;Fourmilière;Insectarium;Colombier;Ruche;Débutant;La fourmilière est généralement un endroit que les fourmis ont construit par excavation ou par construction de dômes.;https://fr.wikipedia.org/wiki/Fourmilière
5;fr;Quel circuit, généralement de forme ovale, est aujourd'hui dévolu au sport hippique ?;Hippodrome;Vivarium;Delphinarium;Cynodrome;Débutant;D'origine antique, disposant de gradins ou de tribunes, les hippodromes étaient alors dévolus aux courses de chars.;https://fr.wikipedia.org/wiki/Hippodrome
6;fr;Quel endroit renferme généralement une collection d'insectes vivants ou morts ?;Insectarium;Cynodrome;Vivarium;Delphinarium;Débutant;Un insectarium n'est pas forcément accessible au grand public s'il est implanté dans l'enceinte d'une université ou d'un laboratoire.;https://fr.wikipedia.org/wiki/Insectarium
7;fr;Quel abri, situé à l'extérieur des maisons, est spécifiquement fabriqué pour les chiens ?;Niche;Clapier;Bauge;Garenne;Débutant;Charles M. Schulz, le dessinateur des « Peanuts », représente souvent le chien Snoopy allongé sur le toit de sa niche.;https://fr.wikipedia.org/wiki/Niche_(abri)
8;fr;Quel bâtiment est conçu et adapté pour l'élevage intensif des porcs ?;Porcherie;Volière;Écloserie;Bauge;Débutant;Les premières porcheries datent probablement de l'antiquité et semblaient être des enclos avec un abri simple.;https://fr.wikipedia.org/wiki/Porcherie
9;fr;Dans quel bâtiment, généralement de petite taille, élève-t-on de la volaille ?;Poulailler;Manège;Toril;Clapier;Débutant;Les volailles aiment vivre à l'extérieur mais le poulailler procure un abri contre la neige, les prédateurs et pour la nuit.;https://fr.wikipedia.org/wiki/Poulailler
10;fr;Dans quelle structure artificielle presque fermée est-il possible de récolter du miel ?;Ruche;Clapier;Nichoir;Écloserie;Débutant;L'intérieur de la ruche est composé de rayons formés par des cellules hexagonales de cire d'abeille.;https://fr.wikipedia.org/wiki/Ruche
11;fr;Dans quel aquarium artificiel pouvez-vous voir jouer des dauphins avec leurs dresseurs ?;Delphinarium;Magnanerie;Insectarium;Vivarium;Confirmé;Les delphinariums sont des structures ouvertes au public, souvent intégrées dans des parcs d'attraction ou des parcs zoologiques.;https://fr.wikipedia.org/wiki/Delphinarium
