1;fr;Quelle est la nationalité du célèbre réalisateur et producteur Steven Spielberg ?;Américaine;Tunisienne;Canadienne;Marocaine;Débutant;Bien qu'il soit né à Cincinnati, dans l'Ohio, Spielberg a des origines juives ashkénazes, ses ancêtres étant venus d'Europe de l'Est.;https://fr.wikipedia.org/wiki/Steven_Spielberg
2;fr;Quel film de Spielberg est le premier véritable blockbuster du cinéma américain ?;« Jaws »;« La Couleur pourpre »;« Jurassic Park »;« Minority Report »;Débutant;Le requin, surnommé Bruce par l'équipe du film, était si peu fiable sur le plan mécanique qu'il n'a été utilisé que dans peu de scènes.;https://fr.wikipedia.org/wiki/Les_Dents_de_la_mer
3;fr;Qui est sans conteste le compositeur attitré des films de Steven Spielberg ?;John Williams;James Horner;Giorgio Moroder;John Barry;Débutant;Pour « E.T. l'extra-terrestre », Steven Spielberg a même ajusté le montage final pour s'aligner sur la musique composée par Williams.;https://fr.wikipedia.org/wiki/John_Williams_(compositeur)
4;fr;Quelle saga de Spielberg mélange aventures et personnages hauts en couleur ?;« Indiana Jones »;« Jurassic Park »;« Transformers »;« Minority Report »;Débutant;Le fameux chapeau, le fouet, et le thème musical composé par John Williams (devenu iconique) sont instantanément reconnaissables.;https://fr.wikipedia.org/wiki/Indiana_Jones
5;fr;De quelle actrice, présente dans le film « E.T. », Steven Spielberg est-il le parrain ?;Drew Barrymore;Neve Campbell;Christina Ricci;Téa Leoni;Débutant;Après avoir tourné des films de série B, Drew Barrymore a fait un retour fracassant dans les années 1990, notamment avec « Scream ».;https://fr.wikipedia.org/wiki/Drew_Barrymore
6;fr;Quel film de dinosaures a généré plus de 900 millions de dollars de recettes ?;« Jurassic Park »;« Carnosaur »;« Future War »;« Raptor »;Débutant;Le fameux rugissement du T-Rex est un mélange de sons d'animaux réels, notamment un bébé éléphant, un tigre et un alligator.;https://fr.wikipedia.org/wiki/Jurassic_Park
7;fr;Quel soldat faut-il sauver dans un film réalisé par Steven Spielberg ?;Soldat Ryan;Soldat Garner;Soldat Adams;Soldat Moore;Débutant;Pour rendre les scènes de guerre réalistes, Spielberg a demandé aux acteurs principaux de suivre un entraînement militaire intensif.;https://fr.wikipedia.org/wiki/Il_faut_sauver_le_soldat_Ryan
8;fr;Quel film détient le titre du plus grand succès commercial de Steven Spielberg ?;« Jurassic Park »;« Hook »;« Empire du soleil »;« Amistad »;Débutant;Deux ans après sa ressortie en 3D, le film « Jurassic Park » a fait partie de la sélection Cannes Classics lors du Festival de Cannes 2015.;https://fr.wikipedia.org/wiki/Jurassic_Park
9;fr;Quel film de Steven Spielberg, sorti en 1991, réinvente l'histoire de Peter Pan ?;« Hook »;« Amistad »;« Sugarland Express »;« Munich »;Débutant;La majorité des scènes de Julia Roberts ont été tournées seule, sur un fond bleu, en raison de la petite taille de son personnage.;https://fr.wikipedia.org/wiki/Hook_ou_la_Revanche_du_capitaine_Crochet
10;fr;Qui sauva la vie de plus de 1 200 Juifs en les employant dans ses usines ?;Schindler;Hermann;Brecht;Dickmann;Débutant;Selon le souhait de Spielberg, les bénéfices générés par le film « La Liste de Schindler » ont été utilisés pour créer la Shoah Foundation.;https://fr.wikipedia.org/wiki/La_Liste_de_Schindler
11;fr;Quel téléfilm est devenu le premier gros succès de Spielberg auprès du grand public ?;« Duel »;« 1941 »;« Amistad »;« Munich »;Confirmé;« Duel » met en scène un représentant en informatique, interprété par Dennis Weaver, dont la vie est menacée par un camion poids lourd.;https://fr.wikipedia.org/wiki/Duel_(téléfilm)
12;fr;Avec qui Steven Spielberg est-il associé dans la réalisation de la saga « Indiana Jones » ?;George Lucas;Ridley Scott;Ron Howard;James Cameron;Confirmé;C'est George Lucas, créateur de « Star Wars », qui a eu l'idée de l'archéologue aventurier, et qui a écrit l'histoire du premier film.;https://fr.wikipedia.org/wiki/George_Lucas
13;fr;Dans quel film un Anglais est-il pris dans la tourmente de la Seconde Guerre mondiale ?;« Empire du soleil »;« La Couleur pourpre »;« Minority Report »;« Le Terminal »;Confirmé;Christian Bale a été acclamé pour la profondeur et la complexité de sa prestation, ce qui a lancé sa carrière vers des rôles plus adultes.;https://fr.wikipedia.org/wiki/Empire_du_soleil
14;fr;Quel film raconte la vie d'une famille noire aux États-Unis à la moitié du XXème siècle ?;« La Couleur pourpre »;« Empire du soleil »;« Le Livre témoin »;« Sugarland Express »;Confirmé;Aux Oscars, le film « La Couleur pourpre » a été nominé dans toutes les catégories à l'exception de meilleur réalisateur (Steven Spielberg).;https://fr.wikipedia.org/wiki/La_Couleur_pourpre_(film)
15;fr;Quel film de Spielberg a rassemblé sur les écrans Morgan Freeman et Anthony Hopkins ?;« Amistad »;« Minority Report »;« Indiana Jones »;« Lincoln »;Confirmé;Le film est inspiré de faits authentiques, une mutinerie d'un groupe d'esclaves africains transportés à bord de La Amistad en 1839.;https://fr.wikipedia.org/wiki/Amistad
16;fr;Dans quel film de Steven Spielberg un policier est-il piégé par un trinôme de devins ?;« Minority Report »;« Hook »;« Amistad »;« Sugarland Express »;Confirmé;Le film « Minority Report », lui-même adaptation de la nouvelle éponyme, a connu plusieurs adaptations sous forme de jeu vidéo.;https://fr.wikipedia.org/wiki/Minority_Report
17;fr;Quel film de Steven Spielberg se déroule presque exclusivement dans un aéroport ?;« Le Terminal »;« Empire du soleil »;« Minority Report »;« La Couleur pourpre »;Confirmé;Le rôle de Lucy, la jeune fille que Viktor aide à fermer sa valise dans le terminal, est interprété par Sasha Spielberg, la fille du cinéaste.;https://fr.wikipedia.org/wiki/Le_Terminal
18;fr;Quelle saga de science-fiction Michael Bay a été produite par Steven Spielberg ?;« Transformers »;« Armageddon »;« The Island »;« Bad Boys »;Confirmé;C'est Lorenzo Di Bonaventura qui conseilla le choix de Shia LaBeouf à Michael Bay, après avoir travaillé avec lui dans « Constantine ».;https://fr.wikipedia.org/wiki/Transformers_(film)
19;fr;Quel personnage de BD est à la base d'un film en 3D sorti par Steven Spielberg ?;Tintin;Max Payne;Jason Todd;Le Rôdeur;Confirmé;Le film a été co-produit avec Peter Jackson, et les deux réalisateurs avaient des visions très différentes mais complémentaires du projet.;https://fr.wikipedia.org/wiki/Les_Aventures_de_Tintin_:_Le_Secret_de_La_Licorne
20;fr;Sur quelle planète se déroulent les films de science-fiction réalisés par Steven Spielberg ?;Sur Terre;Sur la Lune;Sur Mars;Sur Jupiter;Confirmé;Steven Spielberg préfère souvent explorer les réactions humaines face à l'inconnu aux voyages interplanétaires ou aux invasions.;https://fr.wikipedia.org/wiki/Steven_Spielberg
21;fr;Combien d'Oscars Steven Spielberg a-t-il reçu durant sa carrière ?;Deux;Trois;Quatre;Cinq;Expert;Steven Spielberg a reçu deux Oscar du meilleur réalisateur pour « La Liste de Schindler » (1994) et « Il faut sauver le soldat Ryan » (1999).;https://fr.wikipedia.org/wiki/Steven_Spielberg
22;fr;Quel titre porte le premier long-métrage réalisé pour le cinéma par Steven Spielberg ?;« Sugarland Express »;« Cheval de guerre »;« Hook »;« Empire du soleil »;Expert;Ce film est le premier de Steven Spielberg réalisé pour le cinéma (« Firelight » étant un home-movie et « Duel » à l'origine un téléfilm).;https://fr.wikipedia.org/wiki/Sugarland_Express
23;fr;Quel film fantastique, réalisé par Tobe Hooper, a été produit par Steven Spielberg ?;« Poltergeist »;« Dead Zone »;« La Mouche »;« Beetlejuice »;Expert;La franchise de Poltergeist est considérée comme maudite suite à la mort prématurée de plusieurs personnes associées au film.;https://fr.wikipedia.org/wiki/Poltergeist_(film,_1982)
24;fr;En quelle année Steven Spielberg a-t-il présidé le Festival de Cannes ?;2013;2011;2009;2007;Expert;Steven Spielberg y a exprimé sa profonde admiration pour le cinéma d'auteur et a souligné l'importance de la diversité dans les films.;https://fr.wikipedia.org/wiki/Steven_Spielberg
25;fr;Quel est le nom de la société de production fondée par Steven Spielberg ?;Amblin;Playtone;Blue Sky;Pacific Data;Expert;Le nom du studio est inspiré d'un des premiers films de Steven Spielberg, son premier court-métrage « Amblin' », datant de 1968.;https://fr.wikipedia.org/wiki/Amblin_Entertainment
26;fr;Dans quel film de Spielberg, Audrey Hepburn apparaît-elle pour la dernière fois ?;« Always »;« Amistad »;« Hook »;« Duel »;Expert;Une fois le film terminé, Steven Spielberg décida d'offrir une Mazda MX5 Mk1 à Richard Dreyfuss, Holly Hunter et John Goodman.;https://fr.wikipedia.org/wiki/Always_(film,_1989)
27;fr;Quel film de Spielberg, sorti en 2012, a reçu douze nominations aux Oscars ?;« Lincoln »;« Le Terminal »;« Empire du soleil »;« Minority Report »;Expert;Daniel Day-Lewis a passé des mois à étudier Lincoln avant de commencer le tournage, adoptant ses habitudes et sa voix.;https://fr.wikipedia.org/wiki/Lincoln_(film,_2012)
28;fr;Quel réalisateur de cinéma est très souvent appelé le « Spielberg français » ?;Luc Besson;Bertrand Tavernier;Patrice Leconte;Guillaume Canet;Expert;En plus de sa carrière, Luc Besson a aussi fondé sa propre société de production, EuropaCorp, qui a déjà produit de nombreux films.;https://fr.wikipedia.org/wiki/Luc_Besson
29;fr;Quel épisode de la série télévisée « Columbo » a été réalisé par Steven Spielberg ?;« Le Livre témoin »;« Faux Témoin »;« Poids mort »;« Plein Cadre »;Expert;Ce fut un tournant pour la série, qui a alors pris un virage plus cinématographique, grâce à la direction artistique de Spielberg.;https://fr.wikipedia.org/wiki/Saison_1_de_Columbo
30;fr;Quel réalisateur français Steven Spielberg considère-t-il comme son modèle ?;François Truffaut;Luc Besson;Claude Zidi;Michel Deville;Expert;Lors du tournage de « Rencontres du troisième type », Spielberg a demandé à François Truffaut d'interpréter le rôle d'un scientifique.;https://fr.wikipedia.org/wiki/François_Truffaut
1;en;What is the nationality of director and producer Steven Spielberg ?;American;Tunisian;Canadian;Moroccan;Débutant;Steven Spielberg was born in Cincinnati, Ohio on December 18, 1946, to a computer scientist father and a pianist mother.;https://en.wikipedia.org/wiki/Steven_Spielberg
2;en;Which Spielberg film was the first real blockbuster in American cinema ?;« The Teeth of the Sea »;« The Color Purple »;« Jurassic Park »;« Minority Report »;Débutant;The film « The Teeth of the Sea » is adapted from the eponymous novel by Peter Benchley, published in 1974 by Doubleday editions.;https://en.wikipedia.org/wiki/Jaws_(film)
3;en;Who is undoubtedly the official composer of Steven Spielberg's films ?;John Williams;James Horner;Giorgio Moroder;John Barry;Débutant;With 49 Oscar nominations, Williams is the second most nominated person after Walt Disney.;https://en.wikipedia.org/wiki/John_Williams
4;en;Which Spielberg saga mixes adventures and colorful characters ?;« Indiana Jones »;« Jurassic Park »;« Transformers »;« The Teeth of the Sea »;Débutant;The account of his first adventures mixes fiction and reality, Indy meeting characters who really existed.;https://en.wikipedia.org/wiki/Indiana_Jones_(character)
5;en;Which actress, featured in the film « E.T. », is Steven Spielberg the godfather ?;Drew Barrymore;Neve Campbell;Christina Ricci;Téa Leoni;Débutant;After making B movies, she made a dramatic comeback in the 1990s, notably with « Scream ».;https://en.wikipedia.org/wiki/Drew_Barrymore
6;en;Which dinosaur movie grossed over $ 900 million in revenue ?;« Jurassic Park »;« Carnosaur »;« Future War »;« Raptor »;Débutant;The release of the first film was accompanied by a real long-term preparation work to interest the public.;https://en.wikipedia.org/wiki/Jurassic_Park_(film)
7;en;Which soldier should we save in a movie directed by Steven Spielberg ?;Private Ryan;Private Garner;Private Adams;Private Moore;Débutant;The very realistic reconstruction of the Normandy landings is one of the highlights of the film.;https://en.wikipedia.org/wiki/Saving_Private_Ryan
8;en;Which film represents the greatest commercial success of Steven Spielberg's career ?;« Jurassic Park »;« Hook »;« Empire of the Sun »;« Amistad »;Débutant;Two years after its release in 3D, the film was part of the Cannes Classics selection at the 2015 Cannes Film Festival.;https://en.wikipedia.org/wiki/Jurassic_Park_(film)
9;en;Which Steven Spielberg movie is actually an adaptation of Peter Pan ?;« Hook »;« Amistad »;« Sugarland Express »;« Munich »;Débutant;The script shows an adult Peter Pan who has become a married business lawyer with two children.;https://en.wikipedia.org/wiki/Hook_(film)
10;en;A project converted into a film, told against a background of the Shoah, is entitled « The List of »...;Schindler;Hermann;Brecht;Dickmann;Débutant;Oskar Schindler managed to save about 1,100 Jews promised death in the Plaszow concentration camp.;https://en.wikipedia.org/wiki/Schindler's_List
11;en;Which TV movie became Steven Spielberg's first big hit with the general public ?;« Duel »;« 1941 »;« Amistad »;« Munich »;Confirmé;« Duel » features a computer representative, played by Dennis Weaver, whose life is threatened by a heavy truck.;
12;en;With whom is Steven Spielberg associated in the making of the « Indiana Jones » saga ?;George Lucas;Ridley Scott;Ron Howard;James Cameron;Confirmé;Through his company Lucasfilm, George Lucas produces fiction and documentaries for the cinema.;https://en.wikipedia.org/wiki/George_Lucas
13;en;In which film is a young Englishman caught in the turmoil of World War II ?;« Empire of the Sun »;« The Color Purple »;« Minority Report »;« The Terminal »;Confirmé;The film « Empire of the Sun » is for Christian Bale, who plays the hero, his first movie role.;https://en.wikipedia.org/wiki/Empire_of_the_Sun_(film)
14;en;What film tells the story of a black family in the United States in the mid-20th century ?;« The Color Purple »;« Empire of the Sun »;« The Witness Book »;« Sugarland Express »;Confirmé;At the Oscars, the film « The Color Purple » was nominated in all categories except Best Director.;https://en.wikipedia.org/wiki/The_Color_Purple_(film)
15;en;What film has Morgan Freeman and Anthony Hopkins collected on the screens ?;« Amistad »;« Minority Report »;« Indiana Jones »;« Lincoln »;Confirmé;The film is based on authentic facts, a mutiny by a group of African slaves transported aboard La Amistad in 1839.;https://en.wikipedia.org/wiki/Amistad (film)
16;en;In which Steven Spielberg film is a policeman trapped by a trinomial of diviners ?;« Minority Report »;« Hook »;« Amistad »;« Sugarland Express »;Confirmé;The film « Minority Report », itself an adaptation of the eponymous short story, has seen two adaptations in the form of a video game.;https://en.wikipedia.org/wiki/Minority_Report_(film)
17;en;Which Steven Spielberg film takes place almost exclusively in an airport ?;« The Terminal »;« Empire of the Sun »;« Minority Report »;« The Color Purple »;Confirmé;The role of Lucy, the young girl Viktor helps to close her suitcase, is played by Sasha Spielberg, the filmmaker's daughter.;https://en.wikipedia.org/wiki/The_Terminal
18;en;Which Michael Bay saga was produced by Steven Spielberg ?;« Transformers »;« Armageddon »;« The Island »;« Bad Boys »;Confirmé;It was Lorenzo Di Bonaventura who advised Shia LaBeouf in Michael Bay, after having worked with him in « Constantine ».;https://en.wikipedia.org/wiki/Transformers_(film)
19;en;Which comic book character is the first 3D film released by Steven Spielberg ?;Tintin;Max Payne;Jason Todd;The Ranger;Confirmé;Sony and Paramount have invested 100 million euros in the media campaign for the film « Tintin ».;https://en.wikipedia.org/wiki/The_Adventures_of_Tintin_(film)
20;en;On which planet are the science fiction films directed by Steven Spielberg set ?;On Earth;On the Moon;On Mars;On Jupiter;Confirmé;Steven Spielberg, nicknamed the King of Entertainment, has personally received three Oscars.;https://en.wikipedia.org/wiki/Steven_Spielberg
21;en;How many Oscars has Steven Spielberg received during his career ?;Three;Two;Four;Five;Expert;Steven Spielberg received an Oscar for Best Picture (in 1994) and two for Best Director (in 1994 and 1999).;https://en.wikipedia.org/wiki/Steven_Spielberg
22;en;What is the title of the first feature film directed for the cinema by Steven Spielberg ?;« Sugarland Express »;« War horse »;« Hook »;« Empire of the Sun »;Expert;This film is Steven Spielberg's first ever made for theaters (« Firelight » being a home movie and « Duel » originally a TV movie).;https://en.wikipedia.org/wiki/The_Sugarland_Express
23;en;What fantastic movie, directed by Tobe Hooper, was produced by Steven Spielberg ?;« Poltergeist »;« Dead Zone »;« The Fly »;« Beetlejuice »;Expert;The Poltergeist franchise is considered cursed following the untimely deaths of several people associated with the film.;https://en.wikipedia.org/wiki/Poltergeist_(1982_film)
24;en;In what year did Steven Spielberg preside over the Cannes Film Festival ?;2013;2011;2009;2007;Expert;In 1977, Steven Spielberg was president of the jury of the fifth Avoriaz International Fantastic Film Festival.;https://en.wikipedia.org/wiki/Steven_Spielberg
25;en;What production company is Steven Spielberg the founder of ?;Amblin;Playtone;Blue Sky;Pacific Data;Expert;The name of the Amblin studio is inspired by one of Steven Spielberg's first films, « Amblin' », dating from 1968.;https://en.wikipedia.org/wiki/Amblin_Entertainment
26;en;Which Spielberg movie did Audrey Hepburn last appear in ?;« Always »;« Amistad »;« Hook »;« Duel »;Expert;When the film was over, Steven Spielberg presented a Mazda MX5 Mk1 to Richard Dreyfuss, Holly Hunter and John Goodman.;https://en.wikipedia.org/wiki/Always_(1989_film)
27;en;Which Spielberg film, released in 2012, received twelve Oscar nominations ?;« Lincoln »;« The Terminal »;« Empire of the Sun »;« Minority Report »;Expert;Its main performer, Daniel Day-Lewis, won the Oscar for best actor.;https://en.wikipedia.org/wiki/Lincoln_(film)
28;en;Which film director is very often called the French Spielberg ?;Luc Besson;Bertrand Tavernier;Patrice Leconte;Guillaume Canet;Expert;Luc Besson is best known internationally for the film series « Taxi », « Taken » and « Le Transporteur ».;https://en.wikipedia.org/wiki/Luc_Besson
29;en;Which episode of the « Columbo » television series was directed by Steven Spielberg ?;« The Witness Book »;« False Witness »;« Dead weight »;« Full Frame »;Expert;In this episode of « Columbo », the assassin is led to commit a second crime to ensure his rear.;https://en.wikipedia.org/wiki/Columbo_(season_1)
30;en;Which French director Steven Spielberg does he consider as his model ?;François Truffaut;Jean-Jacques Annaud;Claude Zidi;Michel Deville;Expert;François Truffaut was a historical critic of the review « les Cahiers du cinéma » and a major figure in the New Wave.;
1;de;Welche Nationalität hat der Regisseur und Produzent Steven Spielberg ?;Amerikaner;Tunesisch;Kanadier;Marokkaner;Débutant;Steven Spielberg wurde am 18. Dezember 1946 in Cincinnati, Ohio, als Sohn eines Vaters eines Informatikers und einer Mutter eines Pianisten geboren.;https://de.wikipedia.org/wiki/Steven_Spielberg
2;de;Welcher Spielberg-Film war der erste echte Blockbuster im amerikanischen Kino ?;« Die Zähne des Meeres »;« Die Farbe Lila »;« Jurassic Park »;« Minderheitenbericht »;Débutant;Der Film « Die Zähne des Meeres » ist aus dem gleichnamigen Roman von Peter Benchley adaptiert, der 1974 in den Doubleday-Ausgaben veröffentlicht wurde.;https://de.wikipedia.org/wiki/Der_weiße_Hai
3;de;Wer ist zweifellos der offizielle Komponist von Steven Spielbergs Filmen ?;John Williams;James Horner;Giorgio Moroder;John Barry;Débutant;Mit 49 Oscar-Nominierungen ist Williams nach Walt Disney die am zweithäufigsten nominierte Person.;https://de.wikipedia.org/wiki/John_Williams_(Komponist)
4;de;Welche Spielberg-Saga mischt Abenteuer und farbenfrohe Charaktere ?;« Indiana Jones »;« Jurassic Park »;« Transformers »;« Die Zähne des Meeres »;Débutant;Der Bericht über seine ersten Abenteuer vermischt Fiktion und Realität, Indy trifft Charaktere, die wirklich existierten.;https://de.wikipedia.org/wiki/Indiana_Jones
5;de;Welche Schauspielerin im Film « E.T. » ist Steven Spielberg der Pate ?;Drew Barrymore;Neve Campbell;Christina Ricci;Téa Leoni;Débutant;Nachdem sie B-Filme gedreht hatte, feierte sie in den 1990er Jahren ein dramatisches Comeback, insbesondere mit « Scream ».;https://de.wikipedia.org/wiki/Drew_Barrymore
6;de;Welcher Dinosaurierfilm erzielte einen Umsatz von über 900 Millionen US-Dollar ?;« Jurassic Park »;« Carnosaur »;« Future War »;« Raptor »;Débutant;Die Veröffentlichung des ersten Films wurde von einer echten langfristigen Vorbereitungsarbeit begleitet, um das Publikum zu interessieren.;https://de.wikipedia.org/wiki/Jurassic_Park
7;de;Welchen Soldaten sollten wir in einem Film von Steven Spielberg retten ?;Privat Ryan;Privater Garner;Private Adams;Private Moore;Débutant;Die sehr realistische Rekonstruktion der Landungen in der Normandie ist einer der Höhepunkte des Films.;https://de.wikipedia.org/wiki/Der_Soldat_James_Ryan
8;de;Welcher Film ist der größte kommerzielle Erfolg in Steven Spielbergs Karriere ?;« Jurassic Park »;« Hook »;« Reich der Sonne »;« Amistad »;Débutant;Zwei Jahre nach seiner Veröffentlichung in 3D war der Film Teil der Auswahl der Cannes Classics bei den Filmfestspielen von Cannes 2015.;https://de.wikipedia.org/wiki/Jurassic_Park
9;de;Welcher Steven Spielberg Film ist eigentlich eine Adaption von Peter Pan ?;« Hook »;« Amistad »;« Sugarland Express »;« Munich »;Débutant;Das Drehbuch zeigt einen erwachsenen Peter Pan, der ein verheirateter Wirtschaftsanwalt mit zwei Kindern geworden ist.;https://de.wikipedia.org/wiki/Hook_(Film)
10;de;Ein in einen Film umgewandeltes Projekt, das vor dem Hintergrund der Shoah erzählt wird, trägt den Titel « The List of »...;Schindler;Hermann;Brecht;Dickmann;Débutant;Oskar Schindler konnte rund 1.100 Juden sparen, um den Tod im Plaszow-Konzentrationslager versprochen zu haben.;https://de.wikipedia.org/wiki/Schindlers_Liste
11;de;Welcher Fernsehfilm wurde Steven Spielbergs erster großer Erfolg in der Öffentlichkeit ?;« Duel »;« 1941 »;« Amistad »;« Munich »;Confirmé;« Duel » zeigt einen Computervertreter, gespielt von Dennis Weaver, dessen Leben von einem schweren Lastwagen bedroht wird.;
12;de;Mit wem ist Steven Spielberg bei der Entstehung der « Indiana Jones » -Saga verbunden ?;George Lucas;Ridley Scott;Ron Howard;James Cameron;Confirmé;Über seine Firma Lucasfilm produziert George Lucas Belletristik und Dokumentationen für das Kino.;https://de.wikipedia.org/wiki/George_Lucas
13;de;In welchem Film ist ein junger Engländer in den Wirren des Zweiten Weltkriegs gefangen ?;« Reich der Sonne »;« Die Farbe Lila »;« Minderheitenbericht »;« Das Terminal »;Confirmé;Der Film « Empire of the Sun » ist für Christian Bale, der den Helden spielt, seine erste Filmrolle.;https://de.wikipedia.org/wiki/Das_Reich_der_Sonne
14;de;Welcher Film erzählt die Geschichte einer schwarzen Familie in den Vereinigten Staaten Mitte des 20. Jahrhunderts ?;« Die Farbe Lila »;« Reich der Sonne »;« Das Zeugenbuch »;« Sugarland Express »;Confirmé;Bei den Oscars wurde der Film « The Color Purple » in allen Kategorien außer dem besten Regisseur nominiert.;https://de.wikipedia.org/wiki/Die_Farbe_Lila_(Film)
15;de;Welchen Film haben Morgan Freeman und Anthony Hopkins auf den Bildschirmen gesammelt ?;« Amistad »;« Minority Report »;« Indiana Jones »;« Lincoln »;Confirmé;Der Film basiert auf authentischen Fakten, einer Meuterei einer Gruppe afrikanischer Sklaven, die 1839 an Bord von La Amistad transportiert wurde.;https://de.wikipedia.org/wiki/Amistad (Film)
16;de;In welchem Steven Spielberg-Film ist ein Polizist von einem Trinom von Wahrsagern gefangen ?;« Minority Report »;« Hook »;« Amistad »;« Sugarland Express »;Confirmé;Der Film « Minority Report », selbst eine Adaption der gleichnamigen Kurzgeschichte, hat zwei Adaptionen in Form eines Videospiels gesehen.;https://de.wikipedia.org/wiki/Minority_Report
17;de;Welcher Steven Spielberg Film spielt fast ausschließlich auf einem Flughafen ?;« Das Terminal »;« Reich der Sonne »;« Minority Report »;« Die Farbe Lila »;Confirmé;Die Rolle von Lucy, dem jungen Mädchen, das Viktor beim Schließen ihres Koffers hilft, spielt Sasha Spielberg, die Tochter des Filmemachers.;https://de.wikipedia.org/wiki/Terminal_(Film)
