1;fr;Par quel film sorti en 1974 Gérard Depardieu a-t-il été révélé ?;« Les Valseuses »;« Le Camion »;« Le Sucre »;« Buffet froid »;Débutant;Ce film fut un succès doublé d'un scandale en raison des dialogues crus et de la sexualité étalée des personnages.;https://fr.wikipedia.org/wiki/Les_Valseuses
2;fr;Quelle seconde nationalité Gérard Depardieu a-t-il acquis en 2013 ?;Russe;Espagnole;Suisse;Américaine;Débutant;La citoyenneté de la Fédération de Russie est réglementée par l'article 6 de la Constitution qui renvoie à la législation fédérale.;https://fr.wikipedia.org/wiki/Gérard_Depardieu
3;fr;En plus d'être acteur et producteur, quel autre métier exerce-t-il ?;Viticulteur;Avocat;Charpentier;Climatologue;Débutant;Il possède des vignobles dans la zone d'appellation viticole AOC des Coteaux-du-layon au château de Tigné en Anjou depuis 1989.;https://fr.wikipedia.org/wiki/Gérard_Depardieu
4;fr;De quel acteur aujourd'hui disparu Gérard Depardieu est-il le père ?;Guillaume Depardieu;Mathieu Amalric;Bruno Putzulu;Manuel Blanc;Débutant;À l'âge de 17 ans, en 1988, il fut condamné à trois ans d'emprisonnement pour usage, importation et trafic d'héroïne.;https://fr.wikipedia.org/wiki/Guillaume_Depardieu
5;fr;Avec qui a-t-il formé un tandem gagnant dans trois comédies à succès ?;Pierre Richard;Richard Anconina;Pierre Brasseur;Richard Berry;Débutant;Les trois comédies à succès sont « La Chèvre » en 1981, « Les Compères » en 1983 et « Les Fugitifs » en 1986.;https://fr.wikipedia.org/wiki/Pierre_Richard
6;fr;Quel rôle Gérard Depardieu tient-il dans la saga « Astérix et Obélix » ?;Obélix;Astérix;Panoramix;Idéfix;Débutant;« Astérix et Obélix : Mission Cléopâtre », réalisé par Alain Chabat et sorti en 2002, a totalisé 14 559 509 entrées.;https://fr.wikipedia.org/wiki/Gérard_Depardieu
7;fr;Avec quelle actrice a-t-il entretenu une relation de 1996 à 2005 ?;Carole Bouquet;Catherine Deneuve;Mireille Darc;Miou-Miou;Débutant;Depuis 2005, Gérard Depardieu vit avec Clémentine Igou, une ancienne étudiante en littérature de Harvard.;https://fr.wikipedia.org/wiki/Carole_Bouquet
8;fr;Dans combien de films environ Gérard Depardieu est-il apparu ?;200;150;100;250;Débutant;Il a tourné avec des cinéastes français prestigieux, parmi lesquels François Truffaut, Jean-Luc Godard ou Alain Resnais.;https://fr.wikipedia.org/wiki/Gérard_Depardieu
9;fr;Quel film lui a valu un prix d'interprétation à la Mostra de Venise 1985 ?;« Police »;« Danton »;« Deux »;« Loulou »;Débutant;Malgré des moyens importants dont Pialat n'est pas coutumier, le tournage de « Police » fut pour le moins mouvementé.;https://fr.wikipedia.org/wiki/Police_(film)
10;fr;Par qui fut-il choisi pour être la voix française de John Travolta dans « Blow Out » ?;John Travolta;Brian de Palma;John Lightgow;Dennis Franz;Débutant;Le film est très marqué par la façon que les États-Unis ont eu de contrôler les images après la Guerre du Viêt Nam.;https://fr.wikipedia.org/wiki/Blow_Out
11;fr;En quelle année Gérard Depardieu a-t-il vu le jour à Châteauroux ?;1948;1954;1960;1966;Confirmé;Gérard Depardieu est le troisième enfant de René Depardieu dit Dédé et d'Alice Marillier dite La Lilette.;https://fr.wikipedia.org/wiki/Gérard_Depardieu
12;fr;Qui a offert un rôle en 1972 à Gérard Depardieu dans « Nathalie Granger » ?;Marguerite Duras;Odette Joyeux;Anne Théron;Christine Albanel;Confirmé;Marguerite Duras a rencontré un immense succès public avec l'autofiction « L'Amant », prix Goncourt en 1984.;https://fr.wikipedia.org/wiki/Marguerite_Duras
13;fr;Dans quelle fresque historique de Bernardo Bertolucci a-t-il joué ?;« 1900 »;« La Luna »;« Little Buddha »;« Beauté volée »;Confirmé;Gérard Depardieu impressionne alors pour son aisance à changer d'univers et aussi pour l'éventail de son registre.;https://fr.wikipedia.org/wiki/1900_(film)
14;fr;Dans quel film Gérard Depardieu endosse-t-il le rôle-titre du célèbre Jacobin ?;« Danton »;« Uranus »;« Germinal »;« Bogus »;Confirmé;L'oeuvre est construite sur l'opposition entre Danton et Robespierre qui incarnent deux visions différentes de la Révolution.;https://fr.wikipedia.org/wiki/Danton_(film,_1983)
15;fr;Qui a réalisé le film « 1492 : Christophe Colomb » avec Gérard Depardieu ?;Ridley Scott;Steven Spielberg;John Badham;Ron Howard;Confirmé;Le film est sorti le 14 octobre 1992 pour célébrer le 500e anniversaire de la découverte européenne de Christophe Colomb.;https://fr.wikipedia.org/wiki/1492_:_Christophe_Colomb
16;fr;Dans quel film incarne-t-il un intendant et maître d'hôtel du Grand Condé ?;« Vatel »;« Danton »;« 1900 »;« Germinal »;Confirmé;Le film évoque les derniers jours du cuisinier François Vatel, maître d'hôtel du prince Louis II de Bourbon-Condé.;https://fr.wikipedia.org/wiki/Vatel_(film)
17;fr;Quel rôle immortalisé par Michel Simon Gérard Depardieu a-t-il repris en 2005 ?;Boudu;Julius;Augustin;Cézanne;Confirmé;« Boudu » est une nouvelle version, plutôt qu'une reprise, du film de Jean Renoir « Boudu sauvé des eaux » de 1932.;https://fr.wikipedia.org/wiki/Boudu
18;fr;Dans quelle ville Vladimir Poutine lui a-t-il remis son nouveau passeport russe ?;Sotchi;Moscou;Omsk;Irkoutsk;Confirmé;Le président de Mordovie, Vladimir Volkov, lui offrira un endroit pour se faire construire une maison au milieu d'une forêt.;https://fr.wikipedia.org/wiki/Gérard_Depardieu
19;fr;Pour quelle sauces Gérard Depardieu a-t-il fait une campagne de promotion ?;Barilla;Harrys;Maggi;Kwatta;Confirmé;Depuis l'acteur a fait la promotion pour d'autres entreprises telles que Crédit Agricole, la marque Cystos ou encore Armavia.;https://fr.wikipedia.org/wiki/Gérard_Depardieu
20;fr;Quel métier Gérard Depardieu incarne-t-il dans le film « Coco » de Gad Elmaleh ?;Médecin;Avocat;Cuisinier;Gendarme;Confirmé;Il s'agit de la première réalisation de Gad Elmaleh, adaptée d'un sketch extrait du spectacle « La Vie Normale ».;https://fr.wikipedia.org/wiki/Coco_(film,_2009)
21;fr;Quel député-maire écologiste de Bègles Depardieu a-t-il fermement critiqué ?;Noël Mamère;José Bové;Antoine Waechter;Brice Lalonde;Expert;Candidat à l'élection présidentielle française de 2002, Noël Mamère a obtenu 5.25 %, soit le meilleur score d'un candidat Vert.;https://fr.wikipedia.org/wiki/Noël_Mamère
22;fr;Quelle actrice et parolière française est la mère de Guillaume et Julie Depardieu ?;Élisabeth Guignot;Bruna Giraldi;Manuela Gourary;Évelyne Grandjean;Expert;Séparés en 1992, Gérard Depardieu et Élisabeth Guignot divorceront en 2006 après quatorze années de procédure.;https://fr.wikipedia.org/wiki/Élisabeth_Guignot
23;fr;Chez qui Gérard Depardieu a-t-il été baby-sitter pour gagner de l'argent ?;Jacques Demy;François Truffaut;Jean-Luc Godard;Alain Resnais;Expert;Jacques Demy est connu comme réalisateur, mais également scénariste, dialoguiste, parolier, producteur et acteur.;https://fr.wikipedia.org/wiki/Guillaume_Depardieu
24;fr;Qui a réalisé en 1982 le film historique « Le Retour de Martin Guerre » ?;Daniel Vigne;Martin Provost;Hervé Guibert;Michel Leclerc;Expert;On raconte que c'est ce film en costume qui lui donne sans doute donné un certain goût pour ce type de rôle.;https://fr.wikipedia.org/wiki/Le_Retour_de_Martin_Guerre
25;fr;Quelle comédie représente son premier succès international au cinéma ?;« Green Card »;« Glenn »;« Les Invincibles »;« The End »;Expert;Sa prestation dans « Green Card » aux côtés d'Andie MacDowell lui vaut le Golden Globe du meilleur acteur de comédie.;https://fr.wikipedia.org/wiki/Green_Card_(film)
26;fr;Pour quel théologien chrétien Gérard Depardieu éprouve-t-il une admiration ?;Saint Augustin;Saint André;Saint Bernard;Saint François;Expert;Il a rencontré Jean-Paul II lors du jubilé de l'an 2000, moment où l'évêque d'Hippone fut évoqué.;https://fr.wikipedia.org/wiki/Augustin_d'Hippone
27;fr;Quel président a attribué à Gérard Depardieu la Légion d'honneur ?;François Mitterrand;Jacques Chirac;François Hollande;Nicolas Sarkozy;Expert;Depardieu s'est engagé dans le Mouvement individuel, énervant et indépendant pour la réélection de François Mitterrand.;https://fr.wikipedia.org/wiki/François_Mitterrand
28;fr;De qui a-t-il déclaré en 2010 : « C'est cinquante ans d'intelligence politique » ?;Fidel Castro;Maurice Bishop;Pol Pot;Marien Ngouabi;Expert;En 1996, il a investi dans une compagnie d'exploitation pétrolière à Cuba, sur les conseils d'un ami commun, Gérard Bourgoin.;https://fr.wikipedia.org/wiki/Fidel_Castro
29;fr;Dans quel village belge Gérard Depardieu a-t-il acquis une propriété fin 2012 ?;Néchin;Antoing;Basècles;Blaton;Expert;Jean-Marc Ayrault, qui défend la politique fiscale de son gouvernement, déclarera que ce départ est assez minable.;https://fr.wikipedia.org/wiki/Gérard_Depardieu
30;fr;Quelle société a-t-il créé avec l'homme d'affaires Bernard Magrez ?;La Clé du Terroir;La Part des Anges;Délices du vin;La France d'Ici;Expert;Il a également investi dans de grands restaurants, un hôtel, une brasserie, une cave-restaurant et une poissonnerie.;https://fr.wikipedia.org/wiki/Bernard_Magrez
1;en;By which film released in 1974 was Gérard Depardieu revealed ?;« Les Valseuses »;« The Truck »;« Sugar »;« Cold buffet »;Débutant;This film was a success coupled with a scandal because of the raw dialogues and the spread sexuality of the characters.;https://en.wikipedia.org/wiki/Going_Places_(1974_film)
2;en;What second nationality did Gérard Depardieu acquire in 2013 ?;Russian;Spanish;Switzerland;American;Débutant;Citizenship of the Russian Federation is regulated by article 6 of the Constitution, which refers to federal legislation.;
3;en;Besides being an actor and producer, what other profession does he have ?;Winegrower;Lawyer;Carpenter;Climatologist;Débutant;He has owned vineyards in the Coteaux-du-layon AOC wine appellation area at the Château de Tigné in Anjou since 1989.;
4;en;What actor is Gérard Depardieu the father of today ?;Guillaume Depardieu;Mathieu Amalric;Bruno Putzulu;Manuel White;Débutant;At the age of 17, in 1988, he was sentenced to three years' imprisonment for using, importing and trafficking heroin.;https://en.wikipedia.org/wiki/Guillaume_Depardieu
5;en;With whom has he formed a winning tandem in three successful comedies ?;Pierre Richard;Richard Anconina;Pierre Brasseur;Richard Berry;Débutant;The three successful comedies are « La Chèvre » in 1981, « Les Compères » in 1983 and « Les Fugitifs » in 1986.;https://en.wikipedia.org/wiki/Pierre_Richard
6;en;What role does Gérard Depardieu play in the « Asterix and Obelix » saga ?;Obelix;Asterix;Panoramix;Dogmatix;Débutant;« Asterix and Obelix : Mission Cléopâtre », directed by Alain Chabat and released in 2002, totaled 14,559,509 admissions.;
7;en;With which actress did he have a relationship from 1996 to 2005 ?;Carole Bouquet;Catherine Deneuve;Mireille Darc;Miou-Miou;Débutant;Since 2005, Gérard Depardieu has lived with Clémentine Igou, a former Harvard literature student.;https://en.wikipedia.org/wiki/Carole_Bouquet
8;en;In approximately how many films has Gérard Depardieu appeared ?;200;150;100;250;Débutant;He has toured with prestigious French filmmakers, including François Truffaut, Jean-Luc Godard and Alain Resnais.;
9;en;Which film won him an interpretation award at the 1985 Venice Film Festival ?;« Police »;« Danton »;« Two »;« Loulou »;Débutant;Despite significant resources which Pialat is not used to, the shooting of « Police » was eventful to say the least.;
10;en;By whom was he chosen to be the French voice of John Travolta in « Blow Out » ?;John Travolta;Brian de Palma;John Lightgow;Dennis Franz;Débutant;The film is very marked by the way the United States controlled the footage after the Vietnam War.;https://en.wikipedia.org/wiki/Blow_Out
11;en;In what year was Gérard Depardieu born in Châteauroux ?;1948;1954;1960;1966;Confirmé;Gérard Depardieu is the third child of René Depardieu called Dédé and Alice Marillier called La Lilette.;
12;en;Who offered a role in 1972 to Gérard Depardieu in « Nathalie Granger » ?;Marguerite Duras;Odette Joyeux;Anne Théron;Christine Albanel;Confirmé;Marguerite Duras met with immense public success with the autofiction « L'Amant », Prix Goncourt in 1984.;https://en.wikipedia.org/wiki/Marguerite_Duras
13;en;In which historical fresco by Bernardo Bertolucci did he play ?;« 1900 »;« La Luna »;« Little Buddha »;« Stolen Beauty »;Confirmé;Gérard Depardieu impresses then for his ease in changing universes and also for the range of his register.;https://en.wikipedia.org/wiki/1900_(film)
14;en;In which film does Gérard Depardieu take on the title role of the famous Jacobin ?;« Danton »;« Uranus »;« Germinal »;« Bogus »;Confirmé;The work is built on the opposition between Danton and Robespierre who embody two different visions of the Revolution.;https://en.wikipedia.org/wiki/Danton_(1983_film)
15;en;Who made the film « 1492: Christophe Colomb » with Gérard Depardieu ?;Ridley Scott;Steven Spielberg;John Badham;Ron Howard;Confirmé;The film was released on October 14, 1992 to celebrate the 500th anniversary of the European discovery of Christopher Columbus.;https://en.wikipedia.org/wiki/1492:_Conquest_of_Paradise
16;en;In which film does he play a steward and butler of the Grand Condé ?;« Vatel »;« Danton »;« 1900 »;« Germinal »;Confirmé;The film evokes the last days of the cook François Vatel, butler of Prince Louis II of Bourbon-Condé.;https://en.wikipedia.org/wiki/Vatel_(film)
17;en;What role immortalized by Michel Simon Gérard Depardieu took over in 2005 ?;Boudu;Julius;Augustine;Cezanne;Confirmé;« Boudu » is a new version, rather than a recovery, from the film of Jean Renoir « Saved Waters Saved » from 1932.;https://en.wikipedia.org/wiki/Boudu
18;en;In which city did Vladimir Putin give him his new Russian passport ?;Sochi;Moscow;Omsk;Irkutsk;Confirmé;The President of Mordovia, Vladimir Volkov, will offer him a place to build a house in the middle of a forest.;
19;en;For which sauces has Gérard Depardieu made a promotional campaign ?;Barilla;Harrys;Maggi;Kwatta;Confirmé;Since then, the actor has been promoting for other companies such as Crédit Agricole, the Cystos brand or even Armavia.;
20;en;What profession does Gérard Depardieu embody in Gad Elmaleh's film « Coco » ?;Doctor;Lawyer;Cook;Gendarme;Confirmé;This is Gad Elmaleh's first production, adapted from a sketch taken from the show « La Vie Normale ».;https://en.wikipedia.org/wiki/Coco_(2009_film)
21;en;Which environmentalist deputy-mayor of Bègles Depardieu has he strongly criticized ?;Noël Mamère;José Bové;Antoine Waechter;Brice Lalonde;Expert;Candidate for the 2002 French presidential election, Christmas Mamer got 5.25 %, the best score of a green candidate.;
22;en;Which French actress and lyricist is Guillaume and Julie Depardieu's mother ?;Élisabeth Guignot;Bruna Giraldi;Manuela Gourary;Evelyne Grandjean;Expert;Separated in 1992, Gérard Depardieu and Élisabeth Guignot divorced in 2006 after fourteen years of proceedings.;
23;en;Where did Gérard Depardieu babysit to earn money ?;Jacques Demy;François Truffaut;Jean-Luc Godard;Alain Resnais;Expert;Jacques Demy is known as a director, but also a screenwriter, dialogue writer, lyricist, producer and actor.;https://en.wikipedia.org/wiki/Guillaume_Depardieu
24;en;Who made the historical film « Le Retour de Martin Guerre » in 1982 ?;Daniel Vigne;Martin Provost;Hervé Guibert;Michel Leclerc;Expert;It is said that it is this film in costume that undoubtedly gave him a certain taste for this type of role.;https://en.wikipedia.org/wiki/The_Return_of_Martin_Guerre
25;en;Which comedy represents his first international success in the cinema ?;« Green Card »;« Glenn »;« The Invincibles »;« The End »;Expert;His performance in « Green Card » alongside Andie MacDowell earned him the Golden Globe for Best Comedy Actor.;https://en.wikipedia.org/wiki/Green_Card_(film)
26;en;For which Christian theologian does Gérard Depardieu admire ?;Saint Augustine;Saint André;Saint Bernard;Saint Francis;Expert;He met John Paul II during the jubilee of the year 2000, when the Bishop of Hippo was mentioned.;https://en.wikipedia.org/wiki/Augustine_of_Hippo
27;en;Which president awarded Gérard Depardieu the Legion of Honor ?;François Mitterrand;Jacques Chirac;François Hollande;Nicolas Sarkozy;Expert;Depardieu got involved in the Individual, irritating and independent movement for the re-election of François Mitterrand.;
28;en;From whom did he declare in 2010: It is fifty years of political intelligence ?;Fidel Castro;Maurice Bishop;Pol Pot;Marien Ngouabi;Expert;In 1996, he invested in an oil company in Cuba, on the advice of a mutual friend, Gérard Bourgoin.;https://en.wikipedia.org/wiki/Fidel_Castro
29;en;In which Belgian village did Gérard Depardieu acquire a property at the end of 2012 ?;Néchin;Antoing;Basècles;Blaton;Expert;Jean-Marc Ayrault, who defends his government's tax policy, declare that this departure is quite shabby.;
30;en;What company did he create with businessman Bernard Magrez ?;The Key to the Terroir;La Part des Anges;Wine delights;France from Here;Expert;It has also invested in great restaurants, a hotel, a brasserie, a cellar-restaurant and a fishmonger.;https://en.wikipedia.org/wiki/Bernard_Magrez
1;de;In welchem 1974 veröffentlichten Film wurde Gérard Depardieu enthüllt ?;« Les Valseuses »;« Der LKW »;« Zucker »;« Kaltes Buffet »;Débutant;Dieser Film war ein Erfolg gepaart mit einem Skandal wegen der rohen Dialoge und der verbreiteten Sexualität der Charaktere.;https://de.wikipedia.org/wiki/Die_Ausgebufften
2;de;Welche zweite Staatsangehörigkeit hat Gérard Depardieu 2013 erworben ?;Russisch;Spanisch;Schweiz;amerikanisch;Débutant;Die Staatsbürgerschaft der Russischen Föderation wird durch Artikel 6 der Verfassung geregelt, der sich auf die Bundesgesetzgebung bezieht.;
3;de;Welchen anderen Beruf hat er außer Schauspieler und Produzent ?;Winzer;Rechtsanwalt;Zimmermann;Klimatologe;Débutant;Seit 1989 besitzt er Weinberge in der AOC-Weinappellation Coteaux-du-Layon auf dem Château de Tigné in Anjou.;
4;de;Welcher Schauspieler ist Gérard Depardieu heute der Vater ?;Guillaume Depardieu;Mathieu Amalrich;Bruno Putzlu;Manuel Weiß;Débutant;1988 wurde er im Alter von 17 Jahren wegen Konsum, Einfuhr und Handel mit Heroin zu drei Jahren Haft verurteilt.;https://de.wikipedia.org/wiki/Guillaume_Depardieu
5;de;Mit wem hat er in drei erfolgreichen Komödien ein Gewinner-Tandem gebildet ?;Pierre Richard;Richard Anconina;Pierre Brasseur;Richard Berry;Débutant;Die drei erfolgreichen Komödien sind « La Chèvre » 1981, « Les Compères » 1983 und « Les Fugitifs » 1986.;https://de.wikipedia.org/wiki/Pierre_Richard
6;de;Welche Rolle spielt Gérard Depardieu in der Saga « Asterix und Obelix » ?;Obelix;Asterix;Panoramamix;Dogmatix;Débutant;« Asterix und Obelix : Mission Cléopâtre », unter der Regie von Alain Chabat und im Jahr 2002 veröffentlicht, verzeichnete insgesamt 14.;
7;de;Mit welcher Schauspielerin hatte er von 1996 bis 2005 eine Beziehung ?;Carole Blumenstrauß;Catherine Deneuve;Mireille Darc;Miou-Miou;Débutant;Seit 2005 lebt Gérard Depardieu bei Clémentine Igou, einer ehemaligen Harvard-Literaturstudentin.;https://de.wikipedia.org/wiki/Carole_Bouquet
8;de;In wie vielen Filmen hat Gérard Depardieu ungefähr mitgespielt ?;200;150;100;250;Débutant;Er tourte mit renommierten französischen Filmemachern, darunter François Truffaut, Jean-Luc Godard und Alain Resnais.;
9;de;Welcher Film hat ihm 1985 einen Interpretationspreis bei den Filmfestspielen von Venedig eingebracht ?;« Polizei »;« Danton »;« Zwei »;« Loulou »;Débutant;Trotz erheblicher Ressourcen, an die Pialat nicht gewöhnt ist, war die Erschießung von « Polizei » gelinde gesagt ereignisreich.;
10;de;Von wem wurde er als französische Stimme von John Travolta in « Blow Out » ausgewählt ?;John Travolta;Brian de Palma;John Lightgow;Dennis Franz;Débutant;Der Film ist sehr geprägt von der Art und Weise, wie die USA das Filmmaterial nach dem Vietnamkrieg kontrollierten.;https://de.wikipedia.org/wiki/Blow_Out_–_Der_Tod_löscht_alle_Spuren
11;de;In welchem Jahr wurde Gérard Depardieu in Châteauroux geboren ?;1948;1954;1960;1966;Confirmé;Gérard Depardieu ist das dritte Kind von René Depardieu namens Dédé und Alice Marillier namens La Lilette.;
12;de;Wer bot 1972 Gérard Depardieu eine Rolle in « Nathalie Granger » an ?;Marguerite Duras;Odette Joyeux;Anne Théron;Christine Albanel;Confirmé;Marguerite Duras hatte 1984 mit der Autofiktion \u003cI\u003eL'Amant\u003c/I\u003e, Prix Goncourt, einen immensen öffentlichen Erfolg.;https://de.wikipedia.org/wiki/Marguerite_Duras
13;de;In welchem historischen Fresko von Bernardo Bertolucci spielte er ?;« 1900 »;« La Luna »;« Kleiner Buddha »;« Gestohlene Schönheit »;Confirmé;Gérard Depardieu beeindruckt dann durch seine Leichtigkeit in wechselnden Universen und auch durch die Bandbreite seines Registers.;https://de.wikipedia.org/wiki/1900_(Film)
