1;fr;Dans quel film Pierre Richard tourne-t-il en dérision le milieu de la publicité ?;« Le Distrait »;« Le Jouet »;« Le Cactus »;« Les Fugitifs »;Débutant;L'immeuble de l'agence de publicité, démoli en 2015, se trouvait au 14 Boulevard de Richelieu à Rueil-Malmaison.;https://fr.wikipedia.org/wiki/Le_Distrait
2;fr;Avec qui écrira-t-il des sketches qu'ils interpréteront dans les cabarets rive gauche ?;Victor Lanoux;Jean Rochefort;Jean Carmet;Bernard Blier;Débutant;Acteur de théâtre et de cinéma renommé, il est aussi connu pour avoir été le célèbre « brocanteur » de « Louis la Brocante ».;https://fr.wikipedia.org/wiki/Victor_Lanoux
3;fr;Quel est le titre du premier film réalisé par Pierre Richard, sorti en 1970 ?;« Le Distrait »;« Le Jumeau »;« Le Jouet »;« Le Cactus »;Débutant;Produit par La Guéville, maison de production d'Yves Robert et de Danièle Delorme, il sera suivi par « Les Malheurs d'Alfred » en 1972.;https://fr.wikipedia.org/wiki/Le_Distrait
4;fr;Qui a scénarisé « Le Grand Blond avec une chaussure noire » d'Yves Robert ?;Francis Veber;Marco Pico;Bernard Guillou;Gérard Oury;Débutant;En 1985, un remake a été tourné avec Tom Hanks intitulé « L'Homme à la chaussure rouge », réalisé par Stan Dragoti.;https://fr.wikipedia.org/wiki/Le_Grand_Blond_avec_une_chaussure_noire
5;fr;Avec qui partage-t-il l'affiche de « La Chèvre », « Les Compères » et « Les Fugitifs » ?;Gérard Depardieu;Bernard Blier;Jean Rochefort;Lino Ventura;Débutant;Ces trois films furent réalisés par Francis Veber qui a pourtant du mal encore aujourd'hui à parler de trilogie.;https://fr.wikipedia.org/wiki/Gérard_Depardieu
6;fr;Qui joue le rôle de l'agent matrimonial dans « Je suis timide mais je me soigne » ?;Aldo Maccione;Jacques François;Robert Castel;Francis Lax;Débutant;Suite au succès commercial, Pierre Richard reformera son duo avec Aldo Maccione l'année suivante dans « C'est pas moi, c'est lui ».;https://fr.wikipedia.org/wiki/Je_suis_timide_mais_je_me_soigne
7;fr;Quel est le nom de l'instituteur dépressif au chômage du film « Les Compères » ?;François Pignon;Pierre Renaud;François Perrin;Pierre Martin;Débutant;Ce personnages, qui fait désormais partie du folklore du film français, se trouve face à une situation qui le dépasse.;https://fr.wikipedia.org/wiki/Les_Compères
8;fr;Dans quel film interprète-t-il un comptable très malchanceux envoyé au Mexique ?;« La Chèvre »;« Le Distrait »;« Le Jumeau »;« Le Jouet »;Débutant;Les rôles de Campana et de François Perrin devaient à l'origine être tenus par Lino Ventura et Jacques Villeret.;https://fr.wikipedia.org/wiki/La_Chèvre
9;fr;Quel métier exerce Pierre Richard dans le film « La moutarde me monte au nez » ?;Prof de math;Commercial;Assureur;Joueur de violon;Débutant;Pierre Durois est professeur de mathématiques dans un lycée de jeunes filles à Aix-en-Provence et fils du maire de la ville.;https://fr.wikipedia.org/wiki/La_moutarde_me_monte_au_nez
10;fr;Quel spot publicitaire du film « Le Coup du parapluie » est désormais devenu célèbre ?;Ragoutoutou;Lavax;Bégon vert;Ovomaltine;Débutant;Dans le film « La Boum » de Claude Pinoteau, co-écrit par Danièle Thompson, on peut apercevoir sur un bus l'affiche du film.;https://fr.wikipedia.org/wiki/Le_Coup_du_parapluie
11;fr;Dans quel film Pierre Richard interprète-t-il un avocat gauchiste en plein Mai 68 ?;« La Carapate »;« Le Distrait »;« Le Jouet »;« Le Cactus »;Confirmé;C'est un des rares films de l'époque avec Pierre Richard dont la musique n'est pas composée par Vladimir Cosma.;https://fr.wikipedia.org/wiki/La_Carapate
12;fr;Dans quelle ville du Nord de la France Pierre Richard a-t-il vu le jour ?;Valenciennes;Rouen;Arras;Amiens;Confirmé;Pierre Richard est le fils de Maurice Defays, industriel qui a dilapidé la fortune familiale, et de Madeleine Paolassini.;https://fr.wikipedia.org/wiki/Pierre_Richard
13;fr;En première partie de quel chanteur français a-t-il interprété de nombreux sketches ?;Georges Brassens;Daniel Balavoine;Didier Barbelivien;Gilbert Bécaud;Confirmé;Outre ses propres textes, Brassens a mis en musique des poèmes de François Villon, Victor Hugo, Paul Verlaine et Louis Aragon.;https://fr.wikipedia.org/wiki/Georges_Brassens
14;fr;Qui a réalisé « Alexandre le bienheureux » dans lequel Pierre Richard a débuté en 1968 ?;Yves Robert;Francis Veber;Claude Zidi;Georges Lautner;Confirmé;En 2013, la ville de Paris a rendu hommage à Yves Robert en donnant son nom à une nouvelle auberge de jeunesse.;https://fr.wikipedia.org/wiki/Yves_Robert_(cinéaste)
15;fr;Qui a confié le premier rôle à Pierre Richard dans son premier film « Le Jouet » ?;Francis Veber;Yves Robert;Georges Lautner;Claude Zidi;Confirmé;Une reprise américaine est réalisée par Richard Donner en 1982, « The Toy », avec Richard Pryor dans le rôle tenu par Pierre Richard.;https://fr.wikipedia.org/wiki/Le_Jouet
16;fr;En quelle année le comédien Clovis Cornillac lui a-t-il remis un César d'honneur ?;2006;2008;2010;2012;Confirmé;Le César d'honneur est une récompense cinématographique décernée par l'Académie des arts et techniques du cinéma.;https://fr.wikipedia.org/wiki/César_d'honneur
17;fr;Pour quel artiste apparaît-il en 1990 dans le clip de la chanson « Marie-Jeanne » ?;Michel Sardou;Michel Fugain;Michel Delpech;Michel Berger;Confirmé;« Marie-Jeanne » est le premier single de Michel Sardou, extrait de l'album « Le Privilège » et sorti le 18 septembre 1990.;https://fr.wikipedia.org/wiki/Marie-Jeanne_(chanson)
18;fr;Qui a écrit le récit autobiographique « Le petit blond dans un grand parc » ?;Pierre Richard;Olivier Orban;Gwendal Le Bec;Jérémie Imbert;Confirmé;Pierre Richard souffrira toute sa vie du mal de père, comme il le confiera dans son récit autobiographique écrit en 1989.;https://fr.wikipedia.org/wiki/Pierre_Richard
19;fr;Quelle reprise du film « Les Compères » a réuni Robin Williams et Billy Crystal ?;« Drôles de pères »;« Junior »;« Le Pari »;« Les Bleus »;Confirmé;Devant la fugue de son fils, Collette prend contact avec deux vieux copains qui pourraient bien chacun être le père du jeune fugueur.;https://fr.wikipedia.org/wiki/Drôles_de_pères
20;fr;Quelle actrice Pierre Richard épie-t-il avec ses jumelles dans « La Course à l'échalote » ?;Jane Birkin;Valérie Mairesse;Isabelle Mergault;Danièle Evenou;Confirmé;Le trio Zidi-Richard-Birkin a déjà tourné ensemble dans « La moutarde me monte au nez », sorti un an auparavant.;https://fr.wikipedia.org/wiki/La_Course_à_l'échalote
21;fr;Dans le film « La Ch'tite Famille », quel est le prénom du père de Valentin Duquesne ?;Joseph;André;Bernard;Sylvain;Expert;Dans ce sixième long-métrage de Dany Boon, ce dernier est accompagné par les deux actrices Line Renaud et Valérie Bonneton.;https://fr.wikipedia.org/wiki/La_Ch'tite_Famille
22;fr;Qui manipule les cartes du générique du « Grand Blond avec une chaussure noire » ?;Gérard Majax;Garcimore;Louis Comte;Harry Houdini;Expert;Pierre Richard, Jean Carmet, Paul Le Person et Jean Saudray s'étaient déjà rencontrés dans « Alexandre le bienheureux ».;https://fr.wikipedia.org/wiki/Le_Grand_Blond_avec_une_chaussure_noire
