1;fr;Quelle carbonade est composée de morceaux de viande mijotés dans une sauce à la bière ?;Flamande;Wallone;Germanique;Bruxelloise;Débutant;Le mot carbonnade est issu du mot charbon car ce plat était mijoté longuement sur les braises de charbon de bois.;https://fr.wikipedia.org/wiki/Carbonade_flamande
2;fr;Quel pain brioché constellé de pépites de sucre est vendu dans tout le pays ?;Craquelin;Croustillon;Gosette;Merveilleux;Débutant;À Grammont, les craquelins sont en forme d'anneaux et sont distribués lors de la fête du feu et du pain de la fin de l'hiver.;https://fr.wikipedia.org/wiki/Craquelin_(Belgique)
3;fr;Quelle pâtisserie chaude est un classique des kermesses et des foires belges ?;Croustillon;Caricole;Stoemp;Nid d'oiseau;Débutant;Les croustillons sont constitués de petites bouchées de pâte à beignets cuites dans une friture saupoudrées de sucre glace.;https://fr.wikipedia.org/wiki/Croustillon
4;fr;En Belgique, quelle saucisse panée et épicée est souvent servie dans les friteries ?;Fricadelle;Gandeuillot;Rosette;Longeole;Débutant;Cuites à l'huile dans une friteuse ou à la poêle, les fricadelles constituent un des ingrédients de base de la mitraillette.;https://fr.wikipedia.org/wiki/Fricadelle
5;fr;Quelle gaufre à base de pâte fermentée à la levure avec cannelle présente du sucre perlé ?;Gaufre de Liège;Gaufre d'Anvers;Gaufre de Mons;Gaufre de Tournai;Débutant;Son origine est concomitante de la mise sur le marché du sucre perlé généré au départ du sucre de betterave de Hesbaye.;https://fr.wikipedia.org/wiki/Gaufre_de_Liège
6;fr;Quelle demi-baguette contient une viande chaude, des frites et de la sauce ?;Mitraillette;Rosti;Truffade;Frico;Débutant;En France, un sandwich similaire est vendu sous le nom d'américain, dans le nord de la France et à la Réunion.;https://fr.wikipedia.org/wiki/Mitraillette_(cuisine)
7;fr;Quel mets très populaire en Belgique peut être mariné, nature, à la crème ou à l'ail ?;Moules-frites;Koulibiak;Oursinade;Tielle;Débutant;La portion de moules de un kilogramme par personne est souvent servie à chaque convive dans son récipient de cuisson.;https://fr.wikipedia.org/wiki/Moules-frites
8;fr;Quel plat belge sucré-salé, souvent servi en entrée, est composé de thon ?;Pêche au thon;Waterzooï;Bouquette;Escavèche;Débutant;Il se compose d'une pêche, farcie avec un mélange de thon et de mayonnaise, parfois agrémenté d'oignon et d'épices.;https://fr.wikipedia.org/wiki/Pêche_au_thon
9;fr;Dans quel gratin les endives sont-elles enroulées dans des tranches de jambon ?;Chicon-gratin;Sarcive;Croque-monsieur;Bouchon;Débutant;La dénomination chicon vient du terme utilisé dans le nord de la France et en Belgique pour désigner l'endive.;https://fr.wikipedia.org/wiki/Endive_au_jambon
10;fr;Quelle abaisse en pâte levée est garnie de riz au lait mélangé avec de l'oeuf ?;Tarte au riz;Bouquette;Carmique;Cougnou;Débutant;Dans certaines régions, des boulangers ajoutent du macaron écrasé au riz au lait qui est alors recouvert d'un autre macaron écrasé.;https://fr.wikipedia.org/wiki/Tarte_au_riz
11;fr;Quels boulets baignent dans une sauce aigre-douce à base d'oignons et de cassonade ?;À la liégeoise;À la montoise;À la athoise;À la namuroise;Confirmé;Cette sauce porte le nom de sauce lapin, qui ne contient pas de lapin, mais tiendrait son nom de madame Géraldine Lapin.;https://fr.wikipedia.org/wiki/Boulet_à_la_liégeoise
12;fr;Quel biscuit extrêmement dur est fait de miel caramélisé et de farine ?;Couque de Dinant;Nic-nac;Zézette;Craquelin;Confirmé;Difficile à manger, la couque de Dinant est probablement un avatar des préparations faites pour les bateliers de la Meuse.;https://fr.wikipedia.org/wiki/Couque_de_Dinant
13;fr;Quelle recette de condiment à base de vinaigre appartient à la famille des pickles ?;Piccalilli;Melfor;Vincotto;Myrtus;Confirmé;Le piccalilli belge, appelé aussi pickles, est une sauce à base de légumes, de vinaigre, de sucre et de moutarde.;https://fr.wikipedia.org/wiki/Piccalilli
14;fr;Quel biscuit à la texture granuleuse est traditionnellement parfumé à la cannelle ?;Spéculoos;Torta;Kourabie;Acibadem;Confirmé;Le spéculoos est le plus souvent consommé lors de l'avent et plus particulièrement lors de la fête de saint Nicolas, le 6 décembre.;https://fr.wikipedia.org/wiki/Spéculoos
15;fr;Quelle spécialité est faite à base de chou vert, d'épices et de viande blanche de porc ?;Boudin vert;Pastrami;Enchaud;Trulle;Confirmé;Sa fabrication est jugée chaque année par les mangeurs de boudin vert qui accordent aux meilleurs des labels fort recherchés.;https://fr.wikipedia.org/wiki/Boudin_vert
16;fr;En Belgique, quelle autre nom est donné au chausson aux pommes ?;Gosette;Pomette;Josette;Cosette;Confirmé;En Belgique, le chausson aux pommes est fait non pas avec de la pâte feuilletée mais avec de la pâte à tarte.;https://fr.wikipedia.org/wiki/Chausson_aux_pommes
17;fr;Quelle variété de chou peu digeste provoque des ballonnements et des flatulences ?;Chou de Bruxelles;Chou cavalier;Chou pommé;Chou frisé;Confirmé;Le goût amer de ce légume devrait nous alerter sur sa toxicité, mais certaines personnes ne possèdent pas le gène de détection.;https://fr.wikipedia.org/wiki/Chou_de_Bruxelles
18;fr;Quelle viennoiserie est consommée durant les périodes de la Saint-Nicolas et de Noël ?;Cougnou;Faluche;Spéculoos;Africain;Confirmé;Consommé avec un bol de chocolat chaud, ce pain brioché a souvent une forme qui rappelle celle de l'enfant Jésus emmailloté.;https://fr.wikipedia.org/wiki/Cougnou
19;fr;Quelle roulade de viande farcie est souvent dégustée en Belgique francophone ?;Oiseau sans tête;Bounarine;Hoosh;Vol-au-vent;Confirmé;Sa cuisson aisée, sa saveur et son prix de revient raisonnable en font un mets courant, toutes régions confondues.;https://fr.wikipedia.org/wiki/Oiseau_sans_tête
20;fr;Quelle sorte de mélasse est issue de la cuisson de jus de pommes et de poires ?;Sirop de Liège;Sirop d'érable;Sirop de batterie;Diabolo;Confirmé;Ces siroperies sont principalement centralisées dans le pays de Herve, dans le nord-est de la province de Liège.;https://fr.wikipedia.org/wiki/Sirop_de_Liège
21;fr;Quel plat unique de poulet ou de poisson se mange dans un bouillon lié à la crème ?;Waterzooï;Potjevleesch;Hochepot;Carbonade;Expert;Dans une version plus évoluée, on ajoute, en fin de cuisson, un demi-verre de bière ou de vin blanc demi-sec et fruité.;https://fr.wikipedia.org/wiki/Waterzooï
22;fr;Quelle confiserie de Malmedy comprend deux meringues soudées par une crème chantilly ?;Baiser;Bêtise;Bonnet;Bigorneau;Expert;Le baiser de Malmedy aurait été inventé au milieu du XIXe siècle par le pâtissier Rodolphe Wiertz, originaire de Hellenthal.;https://fr.wikipedia.org/wiki/Baiser_(pâtisserie)
23;fr;Quelle spécialité belge est composée d'un toast nappé de filet américain ?;Cannibale;Chivito;Reuben;Wrap;Expert;Le cannibale est souvent servi sur une assiette garnie de crudités ou de salade, accompagné de sauce Worcestershire.;https://fr.wikipedia.org/wiki/Cannibale_(toast)
24;fr;Quelle purée de pommes de terre est mélangée avec un ou plusieurs légumes ?;Stoemp;Ocopa;Bombine;Chupe;Expert;Il accompagne traditionnellement des boudins poêlés, du lard rôti, des saucisses de campagne ou des oeufs sur le plat.;https://fr.wikipedia.org/wiki/Stoemp
25;fr;Quelle anguille conservée dans du vinaigre est typique du Namurois ?;Escavèche;Pacade;Frifri;Bouillie;Expert;La recette d'origine est à base d'anguille mais peut aussi se concevoir avec d'autres poissons tels que la truite ou le brochet.;https://fr.wikipedia.org/wiki/Escavèche
