1;fr;De quelles couleurs sont généralement balisés les chemins de grande randonnée ?;Rouge et blanche;Bleue et verte;Jaune et rouge;Orange et grise;Débutant;Les sentiers de grande randonnée sont en Europe des itinéraires pédestres balisés parfois sur plusieurs centaines de kilomètres.;https://fr.wikipedia.org/wiki/Sentier_de_grande_randonnée
2;fr;Par quelle lettre sont identifiés les sentiers européens de grande randonnée ?;E;R;G;S;Débutant;Chacun de ces sentiers, long de plusieurs milliers de kilomètres, traverse plusieurs pays européens.;https://fr.wikipedia.org/wiki/Sentier_européen_de_grande_randonnée
3;fr;De quelle grande ville de France le GR 1 fait-il le tour ?;Paris;Lyon;Marseille;Lille;Débutant;Le GR 1 passe par la Porte Maillot, le Bois de Boulogne, les forêts de Marly, Rambouillet, Fontainebleau, Crécy et enfin Feucherolles.;https://fr.wikipedia.org/wiki/Sentier_de_grande_randonnée_1

4;fr;Lequel de ces accessoires est le plus adapté à une grande randonnée ?;Boussole;Tire-bouchon;Aiguille;Oreiller;Débutant;Cet instrument de navigation est constitué d'une aiguille magnétisée qui s'aligne sur le champ magnétique de la Terre.;https://fr.wikipedia.org/wiki/Boussole
5;fr;Quel type de randonnée s'effectue à pied  en suivant un itinéraire généralement balisé ?;Pédestre;Asine;Équestre;Cyclotouriste;Débutant;C'est à la fois un loisir de découverte et une forme d'exercice physique, facilement accessible et praticable.;https://fr.wikipedia.org/wiki/Randonnée_pédestre
6;fr;Quelle forme de randonnée pédestre utilise des bâtons de marche spécifiques ?;Marche nordique;Marche afghane;Marche sportive;Marche rapide;Débutant;La marche nordique, extrêmement populaire dans les pays scandinaves, se pratique été comme hiver.;https://fr.wikipedia.org/wiki/Marche_nordique
7;fr;Que faut-il éviter de faire lorsque vous vous lancez dans une randonnée ?;Partir seul;Regarder le ciel;Avertir un proche;Préparer son sac;Débutant;En randonnée, un incident peut parfois prendre une tournure beaucoup plus grave en raison de l'isolement.;https://fr.wikipedia.org/wiki/Randonnée_pédestre
8;fr;Lequel de ces objets désigne un des éléments les plus importants du randonneur ?;Un sac à dos;Des pantoufles;Une console de jeu;Une tirelire;Débutant;Si le sac à dos est trop lourd, mal réglé ou si son contenu mal réparti, des effets sur la santé peuvent apparaître.;https://fr.wikipedia.org/wiki/Sac_à_dos
9;fr;Quel bâtiment situé en montagne est destiné à fournir un abri aux randonneurs ?;Un refuge;Une caserne;Un bunker;Une tenaille;Débutant;Actuellement, le Club alpin français gère un tiers des refuges ouverts au public, soit 127, principalement dans les Alpes et les Pyrénées.;https://fr.wikipedia.org/wiki/Refuge_de_montagne
10;fr;Quelle pratique de randonnée est devenue un loisir très prisé du monde naturiste ?;Randonue;Trekking;Marche nordique;Biathlon;Débutant;La randonue consiste à profiter de la sensation de bien-être que procure un corps débarrassé de vêtements en pleine nature.;https://fr.wikipedia.org/wiki/Randonue
11;fr;Où se trouve le siège de la Fédération française de la randonnée pédestre ?;Paris;Lyon;Marseille;Toulouse;Confirmé;Tout d'abord nommé Comité national des sentiers de grande randonnée (CNSGR), il est reconnu d'utilité publique en 1971.;https://fr.wikipedia.org/wiki/Fédération_française_de_la_randonnée_pédestre
12;fr;Dans quel pays ont été tracés les premiers sentiers de grande randonnée (GR) ?;France;Belgique;Espagne;Suisse;Confirmé;La plupart des sentiers GR de France, du Luxembourg et de Belgique sont publiés par la Fédération Française de la Randonnée Pédestre.;https://fr.wikipedia.org/wiki/Sentier_de_grande_randonnée
13;fr;Quelles personnes des fédérations nationales gèrent les sentiers et les balisages des GR ?;Bénévoles;Alpinistes;Officiels;Bûcherons;Confirmé;En France, le balisage des GRP est identique au balisage des GR mais les traits blancs sont remplacés par des traits jaunes.;https://fr.wikipedia.org/wiki/Sentier_de_grande_randonnée
14;fr;Quel sentier de grande randonnée relie Amsterdam à Paris via la Belgique ?;GR 12;GR 5;GR 20;GR 10;Confirmé;En France, les départements traversés par le GR 12 sont les Ardennes, l'Aisne, l'Oise et le Val-d'Oise.;https://fr.wikipedia.org/wiki/GR_12
15;fr;Combien existe-t-il de sentiers européens de grande randonnée ?;Douze;Dix;Quinze;Vingt;Confirmé;Les sentiers européens de grande randonnée ont été créés sous l'égide de la Fédération européenne de la randonnée pédestre.;https://fr.wikipedia.org/wiki/Sentier_européen_de_grande_randonnée
16;fr;Quel parcours de randonnée se situe entre le canton du Valais et la Vallée d'Aoste ?;Tour du Cervin;Gorges du Seyon;Bisse du Trient;Via Alpina;Confirmé;Ce tour a été inauguré officiellement en 2002, il commence et se termine au village de Randa, et il compte environ 10 étapes.;https://fr.wikipedia.org/wiki/Tour_du_Cervin
17;fr;Comment appelle-t-on une randonnée pédestre dans une région montagneuse ?;Trekking;Marche nordique;Bivouac;Raid;Confirmé;Depuis une vingtaine d'années, la définition s'est élargie et désigne désormais une randonnée itinérante de plusieurs jours.;https://fr.wikipedia.org/wiki/Trekking
