1;fr;Qui est devenu en 2020 le plus gros vendeur de disque de l'histoire du rap français ?;Jul;Bambi Cruz;Passi;Stomy Bugsy;Débutant;Plutôt que de donner des interviews, Julien Mari s'appuie sur les réseaux sociaux pour communiquer directement avec ses fans.;https://fr.wikipedia.org/wiki/Jul_(rappeur)
2;fr;Sous quel nom le rappeur français Valentin Le Du est-il plus connu ?;Vald;Taïro;Éloquence;Apôtre H;Débutant;Remarqué pour ses mixtapes et EP, sa notoriété grandit au milieu des années 2010 avec des clips au style désinvolte et outrancier.;https://fr.wikipedia.org/wiki/Vald
3;fr;À quel rappeur doit-on les succès comme « Bouge de là » et « Caroline » ?;MC Solaar;Dayen;Treyz;Komplex;Débutant;« Bouge de là », qui a connu un franc succès dès sa sortie, est basé sur un sample de « The Message » du groupe Cymande.;https://fr.wikipedia.org/wiki/MC_Solaar
4;fr;Quel rappeur a vendu 500 000 exemplaires du single « J'pète les plombs » ?;Disiz;Dry;Nessbeal;Sadek;Débutant;Disiz a exprimé en 2009 son souhait d'orienter sa carrière musicale vers le rock, exprimant aussi ses craintes par rapport à ce choix.;https://fr.wikipedia.org/wiki/Disiz
5;fr;Quel rappeur originaire de La Courneuve s'appelait Dinos Punchlinovic ?;Dinos;Soprano;Georgio;Ninho;Débutant;Le vendredi 4 novembre 2022 sort « Hiver à Paris », un double album au concept artistique fort, inspiré par l'hiver qui s'abat sur la capitale.;https://fr.wikipedia.org/wiki/Dinos_(rappeur)
6;fr;Quel rappeur français a fondé son écriture sur les métaphores et les phrases choc ?;Oxmo Puccino;Aketo;Koma;Mokless;Débutant;Se considérant lui-même comme un chansonnier, son lien étroit à la chanson française lui vaut le surnom de Black Jacques Brel.;https://fr.wikipedia.org/wiki/Oxmo_Puccino
7;fr;Quel rappeur d'origine kino-congolaise détient le record de singles certifiés ?;Ninho;Médine;Kamelenouvo;Gorsafara;Débutant;En 2023, Ninho a annoncé avoir créé sa propre marque de vodka, intitulée BB Vodka, après plusieurs années de travail en coulisses.;https://fr.wikipedia.org/wiki/Ninho
8;fr;Qui a commencé avec « Je zappe et je mate » puis avec « Le maton me guette » ?;Passi;Sprinter;Swift Guad;Taieb;Débutant;En 1998, il a créé son label Issap productions avec lequel il produit des projets comme Dis L'Heure 2 Zouk ou le Bisso Na Bisso.;https://fr.wikipedia.org/wiki/Passi
9;fr;Quel ancien rappeur a doublé un ours en peluche vivant au cinéma ?;JoeyStarr;Alonzo;Le Huss;Kayna Samet;Débutant;Il a commencé sa carrière musicale en duo avec Kool Shen, sous le nom de groupe Suprême NTM, l'un des piliers du hip-hop français.;https://fr.wikipedia.org/wiki/JoeyStarr
10;fr;Qui est considéré comme le rappeur ayant popularisé la trap en France ?;Kaaris;Rod Janois;Katana;Joe Lucazz;Débutant;La trap se caractérise par son contenu lyrique et un son particulier, lié à l'utilisation du kick de la boîte à rythme Roland TR-808.;https://fr.wikipedia.org/wiki/Kaaris
11;fr;Qui a obtenu avec Ali le premier disque d'or pour un album rap indépendant ?;Booba;Freeman;Rat Luciano;Rim'K;Confirmé;Booba, de son vrai nom Élie Yaffa, est le fondateur du 92i, collectif regroupant initialement des rappeurs issus des Hauts-de-Seine.;https://fr.wikipedia.org/wiki/Booba
12;fr;Quel rappeur et acteur français se faisait appeler « le fennec » au collège ?;Nekfeu;Seth Gueko;Rimkus;Hayce Lemsi;Confirmé;Membre du groupe S-Crew, il appartient au collectif L'Entourage et a également fait partie du collectif 5 Majeur et du groupe 1995.;https://fr.wikipedia.org/wiki/Nekfeu
13;fr;Quel rappeur français a remporté pas moins de douze Victoires de la musique ?;Orelsan;Mister You;Wanis;Still Fresh;Confirmé;Ses productions lui ont permis de populariser son personnage de trentenaire perdu et résigné, à l'esprit créatif et à l'humour décalé.;https://fr.wikipedia.org/wiki/Orelsan
14;fr;Quel membre fondateur de 1995 fut un pilier du groupe avec Nekfeu ?;Alpha Wann;Flag;Youssoupha;Médine;Confirmé;En parallèle à la musique, depuis 2015, avec son acolyte Hologram' Lo, il produit du textile sous l'enseigne Don Dada Athletics.;https://fr.wikipedia.org/wiki/Alpha_Wann
15;fr;Qui a choisi son pseudo suite au fait que ses amis le trouvaient toujours malade ?;Lomepal;Damso;Ricky Up;Boss;Confirmé;Antoine Valentinelli, dit Lomepal, est un rappeur et chanteur français, né en 1991 dans le 13e arrondissement de Paris.;https://fr.wikipedia.org/wiki/Lomepal
16;fr;Quel rappeur français est le dirigeant du label discographique Din Records ?;Médine;Dadoo;Mala;Rohff;Confirmé;Depuis 2004, Médine s'implique dans un rap engagé aux côtés d'artistes comme Kery James, Youssoupha ou Oxmo Puccino.;https://fr.wikipedia.org/wiki/Médine_(rappeur)
17;fr;Quel rappeur est marqué par ses origines napolitaines, l'islam et les rues de Marseille ?;Akhenaton;Alpha 5.20;Manolo;Korozeef;Confirmé;Grâce à son charisme, son sens aigu de la critique et sa franchise, Akhenaton est un interlocuteur de choix pour les médias.;https://fr.wikipedia.org/wiki/Akhenaton_(rappeur)
18;fr;Quel artiste rap français assume le choix du vocoder et le défend ?;Lacrim;Vincz Lee;Grems;Micro Coz;Confirmé;Il a commencé à faire son apparition dans le rap grâce à sa rencontre avec Mister You, qu'il déclare avoir rencontré en prison.;https://fr.wikipedia.org/wiki/Lacrim
19;fr;Qui a sorti un premier album solo en 2018 intitulé « Enfant lune », certifié disque d'or ?;Gringe;Espiiem;Jazzy Bazz;Kema;Confirmé;En 2023, Gringe a fait partie du jury longs métrages du Festival international du film fantastique de Gérardmer.;https://fr.wikipedia.org/wiki/Gringe
20;fr;Qui fut le rappeur français le plus suivi sur les réseaux sociaux en 2015 ?;La Fouine;Kenyon;Nekfeu;Orelsan;Confirmé;Une autobiographie intitulée « Drôle de parcours », consacrée à la vie du rappeur, est sortie dans les librairies le 13 novembre 2013.;https://fr.wikipedia.org/wiki/La_Fouine
21;fr;Quel rappeur marseillais a été professeur dans l'émission « Nouvelle École » ?;SCH;Keny Arkana;Atheena;Niro;Expert;Julien Schwarzer est né en 1993 dans le 12e arrondissement de Marseille, d'un père routier et d'une mère infirmière.;https://fr.wikipedia.org/wiki/SCH_(rappeur)
22;fr;Quel rappeur a publié en 2005 son premier album intitulé « Paradis assassiné » ?;Lino;Zizanie;Jox;Zesau;Expert;Salué pour la qualité de ses paroles, l'album n'obtiendra toutefois pas le succès escompté, et Lino quittera EMI dans la foulée.;https://fr.wikipedia.org/wiki/Lino_(rappeur)
23;fr;Quelle figure de proue du rap politique est née aux Abymes, en Guadeloupe ?;Kery James;Sadek;Nuttea;Vasquez Lusi;Expert;Après les 11 septembre 2001, il a réalisé « Savoir et vivre ensemble » dans lequel rappeurs, chanteurs et sportifs prônent l'unité.;https://fr.wikipedia.org/wiki/Kery_James
24;fr;Sous quel pseudo Atef Kahlaoui est-il souvent accusé de vulgarité ?;Alkpote;Klakette;Kery James;Mac Tyer;Expert;Durant sa carrière, Alkpote a été très souvent critiqué pour ses nombreuses références à la pornographie dans ses textes.;https://fr.wikipedia.org/wiki/Alkpote
25;fr;Né en Val-de-Marne en 1994, qui est Georges Stanislas Malif Dinga-Pinto ?;Niska;Mambi;Boss One;Don choa;Expert;Niska a collaboré avec Maître Gims sur la chanson « Sapés comme jamais », chanson qui l'a fait connaître à l'échelle nationale.;https://fr.wikipedia.org/wiki/Niska
26;fr;Qui a sorti « Polak » en 2018, premier album solo certifié double disque de platine ?;PLK;Treyz;Horseck;Eilijah;Expert;Mathieu Pruski (PLK) a grandi dans le 14e arrondissement de Paris, né d'une mère corse et d'un père d'origine polonaise.;https://fr.wikipedia.org/wiki/PLK_(rappeur)
27;fr;Quel membre du groupe IAM est aussi le frère du rappeur Faf Larage ?;Shurik'n;Kheops;Imhotep;Kephren;Expert;Son album solo « Où je Vis » est souvent cité comme la quintessence du rap français, avec des morceaux devenus classiques.;https://fr.wikipedia.org/wiki/Shurik'n
